horizon_days,target,cell,selected_algorithm,n_train,n_test,RMSE,MAE,R2,NSE,KGE,R2_reference_learner
1,snowc,27,Random Forest,19350,4018,4.697931897853237,0.953721795194801,0.9899142548735528,0.9899142540259525,0.9937105145881843,0.989542543888092
1,snowc,28,Random Forest,19350,4018,4.817943698932882,0.949799714133759,0.9895223668031248,0.9895223665551295,0.9935339010205484,0.9890902638435364
1,snowc,29,Random Forest,19350,4018,4.4096546511613415,0.8578904428136916,0.9914154540342265,0.9914154540556065,0.9943930508016038,0.990513801574707
1,snowc,30,Random Forest,19350,4018,4.213875526283658,0.7731681622677514,0.9920176736988858,0.9920176734703896,0.9949407867449229,0.9916906356811523
1,snowc,31,Random Forest,19350,4018,4.537355524154238,0.906160685300387,0.9909057007440822,0.9909056994699335,0.9941649769363254,0.9910086989402771
1,snowc,32,Random Forest,19350,4018,4.561442401185033,1.0029186600782871,0.990321373285367,0.9903213743464048,0.9939845115941911,0.989462673664093
1,snowc,33,Random Forest,19350,4018,4.70440728168413,1.0019692886042915,0.9897450143550289,0.9897450145883903,0.993749679690692,0.989143967628479
1,snowc,34,Random Forest,19350,4018,4.583604563282488,0.9448265470000213,0.9907565326688543,0.9907565325078367,0.9943294782638189,0.9901323318481445
1,snowc,35,Random Forest,19350,4018,4.408095089205595,0.9416205436295859,0.9914496519642071,0.9914496519075039,0.9943345686388658,0.9903468489646912
1,snowc,36,Random Forest,19350,4018,4.497049145202535,0.9837167264272559,0.9908834459602435,0.9908834467892824,0.9935626279643425,0.9900054335594177
1,snowc,37,Random Forest,19350,4018,4.715961471348885,1.0731981079646995,0.9899506869084971,0.9899506859010151,0.9935139534683037,0.9890243411064148
1,snowc,38,Random Forest,19350,4018,4.744637778367616,1.0866746946791717,0.9896843589067446,0.9896843583046652,0.9936065639499765,0.9889293313026428
1,snowc,39,Random Forest,19350,4018,4.652072195958016,0.8577929509141285,0.9907152843732335,0.9907152852902916,0.9941077859486085,0.9905501008033752
1,snowc,40,Random Forest,19350,4018,4.912017437001724,0.8782471454777645,0.9896791150822415,0.9896791158694367,0.9937552786648003,0.9898799657821655
1,snowc,41,Random Forest,19350,4018,4.997749166658502,0.9714169969990287,0.9891636562533893,0.9891636564764877,0.9931166132704249,0.9890356659889221
1,snowc,42,Random Forest,19350,4018,4.590430285731657,0.8414194609737773,0.9908499723715158,0.9908499718762168,0.9940039935749453,0.9898052215576172
1,snowc,43,Random Forest,19350,4018,4.324055117944275,0.7336879007250466,0.9920781737692572,0.9920781734524233,0.9950969520042489,0.9919853806495667
1,snowc,44,Random Forest,19350,4018,4.009963989532049,0.6570892163089675,0.9932972303611382,0.9932972302408536,0.9954854434300487,0.9923837780952454
1,snowc,45,Random Forest,19350,4018,4.319273230761542,0.7037551974699461,0.9921838511394943,0.9921838507114848,0.994740433843517,0.992310643196106
