year,snowc,sd,smlt_mm,t2m_C_bc,snw_mm_raw,model,scenario
2055,42.900715,0.1685005,985.9147,7.623461272876393,0.009633469,miroc6,SSP5-8.5
2056,50.871197,0.17083031,885.3964,7.040703310491748,0.03045735,miroc6,SSP5-8.5
2057,47.427414,0.15688473,865.8756,5.684749775437651,1.3603559,miroc6,SSP5-8.5
2058,45.052555,0.15242127,825.47363,8.249986101165158,0.10177318,miroc6,SSP5-8.5
2059,44.13246,0.14907485,740.26056,7.526873297776448,0.23143856,miroc6,SSP5-8.5
2060,42.531506,0.13236715,835.47424,7.457090983671997,0.054366697,miroc6,SSP5-8.5
2061,41.74104,0.1219801,866.1928,8.135619907744504,0.012131687,miroc6,SSP5-8.5
2062,43.563732,0.14805336,854.58105,7.011198152989077,0.21994628,miroc6,SSP5-8.5
2063,44.93297,0.15380296,756.32996,6.922418534565981,0.09191508,miroc6,SSP5-8.5
2064,43.187763,0.15264209,922.0849,8.250406629808708,0.040893484,miroc6,SSP5-8.5
2065,45.600067,0.14806552,880.44385,7.203908984201739,0.09153688,miroc6,SSP5-8.5
2066,45.85023,0.16769403,714.8438,6.72563865835063,0.046114102,miroc6,SSP5-8.5
2067,47.96934,0.1547669,950.0524,7.007168099912785,0.21649499,miroc6,SSP5-8.5
2068,44.123158,0.15046345,899.97205,8.398480601081587,0.20545918,miroc6,SSP5-8.5
2069,46.15105,0.15399818,888.5568,7.3169013445427,0.0,miroc6,SSP5-8.5
2070,42.76444,0.13387264,768.70807,8.352717584612952,0.0,miroc6,SSP5-8.5
2071,45.383255,0.16149327,982.16046,8.464126494588317,0.0014745853,miroc6,SSP5-8.5
2072,43.04187,0.14854608,869.66376,8.446263243344802,0.0004070974,miroc6,SSP5-8.5
2073,40.110302,0.122172795,959.2589,8.514190225867955,0.0,miroc6,SSP5-8.5
2074,45.307358,0.15297048,838.3518,7.780822086087095,0.022173055,miroc6,SSP5-8.5
2075,45.869198,0.14827971,847.589,7.853109073473507,0.1808551,miroc6,SSP5-8.5
2076,45.020035,0.14497118,947.6261,9.249451375480495,1.0105022e-06,miroc6,SSP5-8.5
2077,45.4929,0.15376131,869.0472,9.194915330460738,0.03359324,miroc6,SSP5-8.5
2078,38.132713,0.13928607,902.776,9.731391862383402,0.0,miroc6,SSP5-8.5
2079,44.015537,0.13555439,930.5826,8.720118531700162,0.00234587,miroc6,SSP5-8.5
2080,43.84543,0.13351828,932.28235,8.05704110127325,0.0,miroc6,SSP5-8.5
2081,47.094707,0.15204798,902.1159,8.257164861231045,0.37874708,miroc6,SSP5-8.5
2082,38.489697,0.1327373,883.19684,10.592423177238308,0.0,miroc6,SSP5-8.5
2083,44.73251,0.17239529,974.54926,8.848718252830105,0.0,miroc6,SSP5-8.5
2084,43.808964,0.16092114,910.8797,9.114147529423372,6.9948637e-06,miroc6,SSP5-8.5
2085,35.289204,0.11492625,901.4887,9.255530534553579,0.0007418964,miroc6,SSP5-8.5
2086,44.01318,0.16665782,876.7709,8.256576015808784,0.0006961026,miroc6,SSP5-8.5
2087,37.39171,0.14786282,862.8016,10.481896138664089,0.0,miroc6,SSP5-8.5
2088,40.678318,0.1481935,899.5805,9.837598856763046,0.0,miroc6,SSP5-8.5
2089,39.39634,0.12814517,907.46515,9.65036265381843,0.0,miroc6,SSP5-8.5
2090,46.561474,0.13948657,852.19495,8.82319265390885,0.00084719126,miroc6,SSP5-8.5
2091,41.23187,0.12642033,860.2604,10.265982409138347,0.0003882381,miroc6,SSP5-8.5
2092,40.986904,0.1293029,852.48267,10.390056171452281,0.0028144706,miroc6,SSP5-8.5
2093,44.32047,0.1279158,1137.796,9.868438228013874,9.9635705e-05,miroc6,SSP5-8.5
2094,42.11428,0.11910393,928.5673,9.617539400597204,0.0,miroc6,SSP5-8.5
2095,42.833683,0.17125867,857.2869,9.738045835943986,0.0014706649,miroc6,SSP5-8.5
2096,39.653202,0.13950069,1005.58014,10.642955200350286,0.0016529419,miroc6,SSP5-8.5
2097,38.949345,0.13878445,783.7616,10.389051436991801,0.040574465,miroc6,SSP5-8.5
2098,40.30016,0.1396399,1027.7478,10.71167915865479,0.0,miroc6,SSP5-8.5
2099,44.284607,0.14268291,895.24457,9.984086390316937,0.0,miroc6,SSP5-8.5
2015,55.044662,0.17601202,892.0073,4.5104861235044815,0.007841772,miroc_es2l,SSP2-4.5
2016,48.75974,0.16401486,798.7374,5.229478100702608,0.0066404287,miroc_es2l,SSP2-4.5
2017,48.097565,0.1512717,665.36914,4.901073315566461,0.09754744,miroc_es2l,SSP2-4.5
2018,50.616943,0.18962115,698.1727,4.660695643730726,0.006349379,miroc_es2l,SSP2-4.5
2019,48.105164,0.14597751,683.602,4.394447074847053,0.07023019,miroc_es2l,SSP2-4.5
2020,50.58579,0.19496207,709.56195,4.43468894392598,0.04612639,miroc_es2l,SSP2-4.5
2021,53.004406,0.16951601,892.8915,4.44787785866916,0.015824115,miroc_es2l,SSP2-4.5
2022,47.170605,0.16623794,549.0755,5.11041972689514,0.00048861816,miroc_es2l,SSP2-4.5
2023,46.85377,0.12761153,943.13293,6.142055378547892,0.0010912676,miroc_es2l,SSP2-4.5
2024,49.72112,0.16008484,735.87134,4.980839409425147,0.0329584,miroc_es2l,SSP2-4.5
2025,48.72141,0.15838428,467.69586,4.562076232134275,0.07204613,miroc_es2l,SSP2-4.5
2026,48.23348,0.16530257,896.85,5.113632773632094,0.39104965,miroc_es2l,SSP2-4.5
2027,48.131165,0.15863495,779.68024,5.124153302477866,0.05075404,miroc_es2l,SSP2-4.5
2028,48.108295,0.14830022,657.4002,4.8988554240105655,0.009344061,miroc_es2l,SSP2-4.5
2029,51.609722,0.16246045,558.17065,4.368756375360985,0.04602161,miroc_es2l,SSP2-4.5
2030,46.005436,0.14408106,691.8307,5.045696748976947,0.21336381,miroc_es2l,SSP2-4.5
2031,46.868057,0.133791,830.72125,6.446340459612707,0.0026393582,miroc_es2l,SSP2-4.5
2032,47.9882,0.15289624,815.49695,5.4691626627308,0.00011575099,miroc_es2l,SSP2-4.5
2033,51.02751,0.17324233,551.5866,3.728399844571298,0.17220803,miroc_es2l,SSP2-4.5
2034,52.925335,0.15083565,740.07135,4.484879155873784,0.036372878,miroc_es2l,SSP2-4.5
2035,48.049618,0.14318965,711.55945,4.935883970297723,0.16413261,miroc_es2l,SSP2-4.5
2036,53.525745,0.1735514,748.9366,5.06037503139973,0.007827525,miroc_es2l,SSP2-4.5
2037,54.13959,0.17447345,893.5515,4.793253462069004,0.015389773,miroc_es2l,SSP2-4.5
2038,49.753643,0.16568287,681.2942,4.647225945652984,0.0013747524,miroc_es2l,SSP2-4.5
2039,48.903423,0.13670565,548.58826,4.929325924195099,0.0030786954,miroc_es2l,SSP2-4.5
2040,51.94521,0.17428662,728.15125,4.78588458341743,0.037345093,miroc_es2l,SSP2-4.5
2041,47.62685,0.14855447,613.6296,5.515545865796407,0.00041483596,miroc_es2l,SSP2-4.5
2042,47.497387,0.15965512,817.42993,6.099012902016149,0.023308575,miroc_es2l,SSP2-4.5
2043,48.830326,0.15638594,804.9128,6.488392438470001,0.0033058885,miroc_es2l,SSP2-4.5
2044,49.325176,0.16900063,728.71497,5.425393198890373,0.0022092243,miroc_es2l,SSP2-4.5
2045,45.739094,0.144271,633.64343,5.951253961731974,4.756829e-05,miroc_es2l,SSP2-4.5
2046,48.31462,0.14001118,597.5343,5.026235239605222,5.9305163e-05,miroc_es2l,SSP2-4.5
2047,47.99475,0.15305673,795.1411,5.6822750515224,0.023998186,miroc_es2l,SSP2-4.5
2048,50.148926,0.13827218,794.7187,5.257218766476108,0.023280477,miroc_es2l,SSP2-4.5
2049,49.739136,0.17277938,767.6168,5.521938572542658,0.033354934,miroc_es2l,SSP2-4.5
2050,49.31653,0.14663269,702.391,5.683199875858972,0.005600694,miroc_es2l,SSP2-4.5
2051,54.011475,0.17068917,985.35315,4.956065743215984,0.008876949,miroc_es2l,SSP2-4.5
2052,49.9698,0.16414368,726.25287,4.496625176297196,0.07633824,miroc_es2l,SSP2-4.5
2053,45.09717,0.1591716,569.4978,5.86701142935744,0.0003076182,miroc_es2l,SSP2-4.5
2054,48.402054,0.15406448,840.08185,5.687221454803855,0.0015434194,miroc_es2l,SSP2-4.5
2055,46.67087,0.16088973,905.604,6.991720341109854,0.06261936,miroc_es2l,SSP2-4.5
2056,48.59329,0.13924791,875.11224,6.409192650066889,0.0112873055,miroc_es2l,SSP2-4.5
2057,45.298634,0.13428028,686.95825,5.479826211920712,0.058971014,miroc_es2l,SSP2-4.5
2058,49.829132,0.18176001,814.2161,6.317387875309282,0.00028662267,miroc_es2l,SSP2-4.5
2059,44.25545,0.15291975,731.3449,7.059924050493213,9.1684306e-05,miroc_es2l,SSP2-4.5
2060,43.05573,0.14237441,626.2979,5.939953079235937,0.044873845,miroc_es2l,SSP2-4.5
2061,44.27978,0.14647429,725.7519,6.146135867530243,0.0011245225,miroc_es2l,SSP2-4.5
2062,46.889572,0.16003375,661.07324,6.019315109670959,0.060397122,miroc_es2l,SSP2-4.5
2063,42.15073,0.12754738,804.80676,6.17852794365819,0.16551352,miroc_es2l,SSP2-4.5
2064,46.01443,0.14519528,823.1811,6.091762587692133,0.005477698,miroc_es2l,SSP2-4.5
2065,44.346294,0.16616812,914.60986,7.228261545776402,0.0032272127,miroc_es2l,SSP2-4.5
2066,50.55507,0.1753295,883.3955,6.417968004497496,0.5062538,miroc_es2l,SSP2-4.5
2067,47.87892,0.17421627,602.2169,5.9133832889774185,0.27709416,miroc_es2l,SSP2-4.5
2068,49.208492,0.13027729,624.9375,4.827819429078251,0.048181713,miroc_es2l,SSP2-4.5
2069,44.12355,0.13237137,727.88934,6.111047398920705,0.006237369,miroc_es2l,SSP2-4.5
2070,43.685165,0.13979433,649.571,6.447046304846739,0.08228632,miroc_es2l,SSP2-4.5
2071,43.250187,0.14512452,683.23584,6.970378081824243,2.0087061e-06,miroc_es2l,SSP2-4.5
2072,44.876278,0.15103604,752.7284,6.183169434951403,0.13486777,miroc_es2l,SSP2-4.5
2073,45.290096,0.14666271,953.39307,7.489895155906854,0.0036372747,miroc_es2l,SSP2-4.5
2074,42.84819,0.15342937,880.49384,7.228551803813764,0.0,miroc_es2l,SSP2-4.5
2075,43.27161,0.17038666,577.1831,6.326768093428552,0.0052998257,miroc_es2l,SSP2-4.5
2076,42.764668,0.145317,802.57825,7.150524499568643,4.8050424e-05,miroc_es2l,SSP2-4.5
2077,44.326794,0.16760243,641.7968,7.04291656241963,0.00014843224,miroc_es2l,SSP2-4.5
2078,51.74292,0.16521627,692.48584,5.434535862698202,0.02260601,miroc_es2l,SSP2-4.5
2079,44.916683,0.13057311,612.3787,5.947449483603357,0.07375718,miroc_es2l,SSP2-4.5
2080,42.916386,0.14851327,736.93054,7.046483536976134,0.013602994,miroc_es2l,SSP2-4.5
2081,45.21816,0.14465311,742.8777,6.830794702773794,1.1592227e-05,miroc_es2l,SSP2-4.5
2082,49.840775,0.15138827,719.0645,5.346015357326142,0.28377277,miroc_es2l,SSP2-4.5
2083,43.65971,0.13470027,760.45605,6.83698785043661,0.027143797,miroc_es2l,SSP2-4.5
2084,43.165173,0.1555552,750.8706,6.847736111234728,0.0,miroc_es2l,SSP2-4.5
2085,42.38568,0.14206485,885.49023,7.033756767552435,2.5254762e-06,miroc_es2l,SSP2-4.5
2086,46.40816,0.14714886,662.1362,5.444695084284365,0.027542355,miroc_es2l,SSP2-4.5
2087,51.831543,0.17713739,694.7022,5.3388401756721935,0.0067648683,miroc_es2l,SSP2-4.5
2088,48.489086,0.15335387,725.8953,7.155659327205652,0.003235233,miroc_es2l,SSP2-4.5
2089,42.79024,0.13647783,820.2552,7.740238728056734,0.0,miroc_es2l,SSP2-4.5
2090,41.946888,0.13124342,672.1631,7.097611282608732,0.0285355,miroc_es2l,SSP2-4.5
2091,46.288586,0.14993815,733.83777,6.586199682439233,0.00016772508,miroc_es2l,SSP2-4.5
2092,42.503937,0.13923596,702.94495,6.680998540021718,0.0014183711,miroc_es2l,SSP2-4.5
2093,44.686737,0.13922937,822.3428,7.273462378219619,0.00080357003,miroc_es2l,SSP2-4.5
2094,41.403606,0.14548306,809.1155,8.517165478022067,0.0,miroc_es2l,SSP2-4.5
2095,40.293873,0.1303889,610.7815,7.326568831726395,0.0,miroc_es2l,SSP2-4.5
2096,46.888554,0.15253443,744.09186,7.088788689470207,0.000926212,miroc_es2l,SSP2-4.5
2097,48.102493,0.1377225,849.70074,6.752352402890588,0.0015949658,miroc_es2l,SSP2-4.5
2098,45.05215,0.16879606,816.8442,6.966056484234514,0.0002203309,miroc_es2l,SSP2-4.5
2099,43.688385,0.11496687,688.8653,6.927599472130208,0.0659967,miroc_es2l,SSP2-4.5
2015,46.2379,0.16332963,520.2828,4.984856537944394,0.025837414,miroc_es2l,SSP5-8.5
2016,55.141327,0.16108775,705.32776,4.040768028736039,0.048226353,miroc_es2l,SSP5-8.5
2017,50.540615,0.14741841,554.5745,4.188319906276155,0.0014707452,miroc_es2l,SSP5-8.5
2018,47.04593,0.1639899,813.1573,4.91181847863136,0.049156886,miroc_es2l,SSP5-8.5
2019,56.430088,0.19648825,900.2422,3.702726309627461,0.12933753,miroc_es2l,SSP5-8.5
2020,54.229992,0.15321104,727.5499,3.8439398525952178,0.019025328,miroc_es2l,SSP5-8.5
2021,48.330868,0.15279552,727.55865,4.977587122547673,0.23402844,miroc_es2l,SSP5-8.5
2022,46.746704,0.15536262,820.802,5.783873218658457,0.79860544,miroc_es2l,SSP5-8.5
2023,52.532276,0.14756654,861.9578,5.738329502302872,0.016527163,miroc_es2l,SSP5-8.5
2024,45.751293,0.16931981,630.8496,4.944759087438318,0.16145568,miroc_es2l,SSP5-8.5
2025,50.6826,0.14417623,723.63385,4.892853598511402,0.008934856,miroc_es2l,SSP5-8.5
2026,49.841244,0.12667774,823.75995,5.817605365234152,0.0053466237,miroc_es2l,SSP5-8.5
2027,51.425278,0.14575282,668.3965,4.819556511373658,0.050737645,miroc_es2l,SSP5-8.5
2028,51.41359,0.15884523,756.7071,4.940601478412011,9.005424e-05,miroc_es2l,SSP5-8.5
2029,47.863995,0.14942862,615.81604,4.649073087118172,0.013372026,miroc_es2l,SSP5-8.5
2030,50.211864,0.15502357,549.7029,5.0956354217698125,0.0013745251,miroc_es2l,SSP5-8.5
2031,51.921787,0.15251748,841.4021,5.120460924304243,0.025365917,miroc_es2l,SSP5-8.5
2032,49.86781,0.1584866,792.8972,5.420431321419085,2.3891605e-05,miroc_es2l,SSP5-8.5
2033,45.156696,0.15250559,787.90204,6.64530162956071,7.6383796e-05,miroc_es2l,SSP5-8.5
2034,48.706055,0.13297504,806.29535,5.819656343181641,0.006366424,miroc_es2l,SSP5-8.5
2035,49.240322,0.14291959,711.8032,5.029068406179213,0.012360395,miroc_es2l,SSP5-8.5
2036,48.754757,0.16668962,719.8315,6.043748756837064,4.882406e-05,miroc_es2l,SSP5-8.5
2037,47.216312,0.18659633,767.2141,5.98052025662697,0.002297658,miroc_es2l,SSP5-8.5
2038,45.396374,0.15475,742.9304,6.000393656152508,0.07226156,miroc_es2l,SSP5-8.5
2039,52.91766,0.15941368,674.19354,4.777214881528299,0.2196392,miroc_es2l,SSP5-8.5
2040,44.030346,0.14705412,586.9219,5.446728846054875,0.049483906,miroc_es2l,SSP5-8.5
2041,49.561554,0.16738425,512.8919,4.834096463315173,0.006831471,miroc_es2l,SSP5-8.5
2042,45.593613,0.13075912,547.7582,5.0765732473906695,0.075751774,miroc_es2l,SSP5-8.5
2043,48.13504,0.14743657,526.7663,5.135053261789543,0.0036345914,miroc_es2l,SSP5-8.5
2044,46.536427,0.13494042,648.3089,5.479850211470583,0.0005032715,miroc_es2l,SSP5-8.5
2045,50.687656,0.18129969,785.744,5.380926763460102,0.012474294,miroc_es2l,SSP5-8.5
2046,49.880337,0.14948724,785.4262,5.190674953472722,0.03233661,miroc_es2l,SSP5-8.5
2047,46.301456,0.14521568,681.09973,5.7942051615260235,0.024455009,miroc_es2l,SSP5-8.5
2048,43.732525,0.13365124,767.566,6.027425321835636,0.054618582,miroc_es2l,SSP5-8.5
2049,49.032562,0.13699536,795.13245,6.099105616095907,0.00038576196,miroc_es2l,SSP5-8.5
2050,49.014038,0.15718697,740.25836,5.031840143539883,0.10520959,miroc_es2l,SSP5-8.5
2051,50.180805,0.1399364,766.2172,5.171823816300999,0.20682842,miroc_es2l,SSP5-8.5
2052,50.76746,0.15592733,730.6037,5.838830675106903,0.03621559,miroc_es2l,SSP5-8.5
2053,50.833103,0.17445166,942.97504,6.816758295162384,0.0065880213,miroc_es2l,SSP5-8.5
2054,48.370678,0.16453288,752.4747,5.65337476934332,0.036805756,miroc_es2l,SSP5-8.5
2055,45.815754,0.14675838,810.94366,6.564920670159274,0.12007926,miroc_es2l,SSP5-8.5
2056,42.426094,0.15049368,737.8806,7.216853738851757,0.00348818,miroc_es2l,SSP5-8.5
2057,43.619686,0.15652873,763.9621,7.4174884079475385,0.0,miroc_es2l,SSP5-8.5
2058,47.820797,0.13592726,824.23035,6.67704367254182,0.0012416424,miroc_es2l,SSP5-8.5
2059,46.803814,0.13633776,723.95276,5.993739507877795,0.007482355,miroc_es2l,SSP5-8.5
2060,47.360775,0.14884262,924.4464,6.67237698310899,0.27291638,miroc_es2l,SSP5-8.5
2061,51.815296,0.15625581,916.81494,6.750218220705283,0.019509682,miroc_es2l,SSP5-8.5
2062,43.5491,0.1428171,878.96204,7.632820167470835,0.00010686578,miroc_es2l,SSP5-8.5
2063,46.114277,0.14785169,641.0812,6.839172432051359,0.0043125297,miroc_es2l,SSP5-8.5
2064,46.414875,0.16128343,661.21454,6.241190788577721,0.009126028,miroc_es2l,SSP5-8.5
2065,44.81676,0.15850891,806.4908,7.440574893150525,0.0061400887,miroc_es2l,SSP5-8.5
2066,37.989754,0.10979185,749.8328,7.803853479349595,0.002504494,miroc_es2l,SSP5-8.5
2067,41.67654,0.14550348,759.6039,7.891454926625356,4.04616e-05,miroc_es2l,SSP5-8.5
2068,41.609547,0.13880181,746.7776,7.382087394057092,0.016433595,miroc_es2l,SSP5-8.5
2069,45.30072,0.16969436,556.08527,6.866097814252359,0.031290412,miroc_es2l,SSP5-8.5
2070,45.026844,0.16391575,787.2566,7.559196494145373,2.0271194e-05,miroc_es2l,SSP5-8.5
2071,48.98968,0.15181403,759.75525,6.567939780696517,0.00038732064,miroc_es2l,SSP5-8.5
2072,47.02745,0.152819,699.33057,6.694664235548156,0.015548061,miroc_es2l,SSP5-8.5
2073,45.47162,0.14158797,649.0077,6.941311655283111,0.0036022596,miroc_es2l,SSP5-8.5
2074,45.01816,0.14266706,645.4949,7.327043875545807,0.036141593,miroc_es2l,SSP5-8.5
2075,43.19167,0.15001687,814.89624,8.470500342987972,1.5879323e-06,miroc_es2l,SSP5-8.5
2076,39.728233,0.13573416,783.2739,8.218630584082893,0.0,miroc_es2l,SSP5-8.5
2077,39.726498,0.12387615,678.55255,8.406602579703055,0.0,miroc_es2l,SSP5-8.5
2078,43.184376,0.14137815,636.2696,7.161907467437017,7.279393e-05,miroc_es2l,SSP5-8.5
2079,40.75474,0.14560252,844.1667,8.961591538716307,0.00037079907,miroc_es2l,SSP5-8.5
2080,45.082428,0.13746731,764.42725,9.289105297821365,0.0039294274,miroc_es2l,SSP5-8.5
2081,44.39072,0.13921262,750.9633,8.511976184344197,0.0007412813,miroc_es2l,SSP5-8.5
2082,44.345325,0.15325011,685.4649,6.8021272612719335,0.104991704,miroc_es2l,SSP5-8.5
2083,46.849514,0.14667095,772.28156,7.627204660880001,0.0039141877,miroc_es2l,SSP5-8.5
2084,43.704773,0.15342917,799.5827,8.183589882716863,0.11386761,miroc_es2l,SSP5-8.5
2085,41.602314,0.12265596,872.6931,8.971187011873724,0.0,miroc_es2l,SSP5-8.5
2086,39.347675,0.1253122,722.54346,8.323916809237005,2.2150545e-05,miroc_es2l,SSP5-8.5
2087,45.01708,0.16029705,864.5027,8.48643162630599,0.0013233888,miroc_es2l,SSP5-8.5
2088,45.16276,0.15216042,740.91296,8.157998667385842,0.00215086,miroc_es2l,SSP5-8.5
2089,36.357227,0.1336463,622.6182,8.955673556913366,0.0,miroc_es2l,SSP5-8.5
2090,39.097454,0.14892326,611.72675,9.259881651480827,0.0022359956,miroc_es2l,SSP5-8.5
2091,41.90591,0.15200005,1031.572,9.984326004232114,0.0,miroc_es2l,SSP5-8.5
2092,42.931225,0.13647372,872.4151,9.844437018604175,1.6288976e-05,miroc_es2l,SSP5-8.5
2093,43.944607,0.1416668,903.2627,9.116956766919296,0.0,miroc_es2l,SSP5-8.5
2094,40.849686,0.13244769,658.14606,8.077751166841457,4.8840386e-05,miroc_es2l,SSP5-8.5
2095,43.24411,0.15870522,780.0577,8.961657969849403,0.018880444,miroc_es2l,SSP5-8.5
2096,40.353302,0.15254532,997.8677,10.52024982763532,0.0,miroc_es2l,SSP5-8.5
2097,41.93928,0.14063336,866.2248,9.423783040519558,0.015334125,miroc_es2l,SSP5-8.5
2098,41.136448,0.1456932,811.74915,9.238868330503378,1.1686036e-05,miroc_es2l,SSP5-8.5
2099,43.94804,0.12338439,667.7527,8.435819258173884,0.011042836,miroc_es2l,SSP5-8.5
2015,49.891346,0.14523336,672.40924,4.399781232541643,1.5815893,mpi_esm1_2_lr,SSP2-4.5
2016,48.42236,0.15139048,642.3924,4.511254557988241,1.8560091,mpi_esm1_2_lr,SSP2-4.5
2017,49.66776,0.18363686,851.50336,4.143837421750363,2.4571419,mpi_esm1_2_lr,SSP2-4.5
2018,50.047836,0.14943644,736.28577,3.497398875915938,1.6789436,mpi_esm1_2_lr,SSP2-4.5
2019,44.721607,0.12447125,782.49854,4.917624799358063,0.7915497,mpi_esm1_2_lr,SSP2-4.5
2020,49.02477,0.16574474,783.5876,3.6363838355497644,3.8456917,mpi_esm1_2_lr,SSP2-4.5
2021,45.008163,0.18774493,679.5254,4.607694342445758,0.67742664,mpi_esm1_2_lr,SSP2-4.5
2022,42.722073,0.14199845,637.1615,4.635310980197608,2.1829605,mpi_esm1_2_lr,SSP2-4.5
2023,45.76501,0.14015774,531.85376,5.035531156485157,0.114123024,mpi_esm1_2_lr,SSP2-4.5
2024,47.412594,0.1319632,703.0751,4.576214635628674,0.9054343,mpi_esm1_2_lr,SSP2-4.5
2025,45.84256,0.16778404,792.6255,5.3532772538970255,1.1011759,mpi_esm1_2_lr,SSP2-4.5
2026,48.04103,0.13632269,850.60785,4.248845822702859,0.7651647,mpi_esm1_2_lr,SSP2-4.5
2027,45.469837,0.15729722,657.3274,4.282591828163766,1.2947718,mpi_esm1_2_lr,SSP2-4.5
2028,49.256344,0.16230643,908.95654,4.44342561998071,0.42565665,mpi_esm1_2_lr,SSP2-4.5
2029,40.966343,0.12867977,577.28546,5.429642389450623,0.30994415,mpi_esm1_2_lr,SSP2-4.5
2030,47.9901,0.13675444,943.54034,6.017920220267233,0.1055797,mpi_esm1_2_lr,SSP2-4.5
2031,41.649677,0.13476036,678.226,5.4718881040289205,1.563708,mpi_esm1_2_lr,SSP2-4.5
2032,41.677204,0.15369733,621.3097,4.989339955587686,4.6081543,mpi_esm1_2_lr,SSP2-4.5
2033,40.015068,0.13313805,530.0585,5.414863585814686,0.26226044,mpi_esm1_2_lr,SSP2-4.5
2034,48.014587,0.12625264,826.93726,4.94459908734006,0.72050095,mpi_esm1_2_lr,SSP2-4.5
2035,45.486866,0.13131036,622.78467,4.614685326162175,1.6276041,mpi_esm1_2_lr,SSP2-4.5
2036,45.119892,0.12191372,759.92285,5.477148172935326,0.35238266,mpi_esm1_2_lr,SSP2-4.5
2037,48.147663,0.12771623,588.8977,5.40275535684795,0.29770532,mpi_esm1_2_lr,SSP2-4.5
2038,45.40541,0.15476204,602.5605,5.521279479137152,0.579834,mpi_esm1_2_lr,SSP2-4.5
2039,46.642025,0.15346046,601.1781,4.035004075209538,1.9381841,mpi_esm1_2_lr,SSP2-4.5
2040,49.89958,0.1801634,494.40063,4.435031142026358,0.84495544,mpi_esm1_2_lr,SSP2-4.5
2041,48.490345,0.13159625,575.451,4.707912957000137,0.5048116,mpi_esm1_2_lr,SSP2-4.5
2042,49.098484,0.12535575,793.36084,5.146188802367623,0.22133191,mpi_esm1_2_lr,SSP2-4.5
2043,45.852535,0.16062982,723.0947,5.261115400872675,0.60208637,mpi_esm1_2_lr,SSP2-4.5
2044,51.20821,0.17584372,953.76953,4.628013798255032,4.7334037,mpi_esm1_2_lr,SSP2-4.5
2045,41.115864,0.121961296,543.8653,5.21402215688101,0.65231323,mpi_esm1_2_lr,SSP2-4.5
2046,42.487095,0.17298593,587.99994,5.205735865023146,1.9365946,mpi_esm1_2_lr,SSP2-4.5
2047,45.31917,0.1368506,458.42517,4.553324778361483,1.272122,mpi_esm1_2_lr,SSP2-4.5
2048,47.885365,0.13716164,760.4331,5.345152161824373,0.09648005,mpi_esm1_2_lr,SSP2-4.5
2049,41.106346,0.13160817,577.6628,5.879934033412095,0.49304962,mpi_esm1_2_lr,SSP2-4.5
2050,50.38367,0.16369466,676.7004,4.751373263684643,0.6550153,mpi_esm1_2_lr,SSP2-4.5
2051,45.056366,0.1421674,713.2176,5.420471634962378,1.36439,mpi_esm1_2_lr,SSP2-4.5
2052,45.67201,0.1506987,507.9405,4.312957582214239,3.347079,mpi_esm1_2_lr,SSP2-4.5
2053,44.709217,0.13207379,807.24884,5.583485167821742,2.187411,mpi_esm1_2_lr,SSP2-4.5
2054,45.983578,0.17516206,338.3791,4.429928283932592,5.7117143,mpi_esm1_2_lr,SSP2-4.5
2055,49.532074,0.16917737,460.53604,5.185069468715219,2.3376148,mpi_esm1_2_lr,SSP2-4.5
2056,45.932064,0.1352982,561.99945,5.882345891313224,0.17007191,mpi_esm1_2_lr,SSP2-4.5
2057,42.96109,0.1429071,756.75336,6.233999066164091,0.08440018,mpi_esm1_2_lr,SSP2-4.5
2058,47.519817,0.138003,994.7319,5.525542415903998,1.5584627,mpi_esm1_2_lr,SSP2-4.5
2059,41.567265,0.12324839,761.158,6.094557456896104,1.5273094,mpi_esm1_2_lr,SSP2-4.5
2060,45.041195,0.1535577,650.43207,5.235937807434245,1.3710657,mpi_esm1_2_lr,SSP2-4.5
2061,46.934757,0.11392656,649.928,6.166270024850128,0.4623731,mpi_esm1_2_lr,SSP2-4.5
2062,46.736195,0.11113697,566.5808,5.878916814666123,0.1853307,mpi_esm1_2_lr,SSP2-4.5
2063,44.026936,0.14557502,597.7081,4.4622823020558,0.2456506,mpi_esm1_2_lr,SSP2-4.5
2064,42.32661,0.13103087,692.8959,5.72207869169679,0.8196831,mpi_esm1_2_lr,SSP2-4.5
2065,33.60464,0.11063077,307.12292,6.887031403159938,0.42470297,mpi_esm1_2_lr,SSP2-4.5
2066,45.286266,0.15924424,652.1884,6.477533387280318,0.55805844,mpi_esm1_2_lr,SSP2-4.5
2067,42.629307,0.17515464,544.17035,4.698592075554284,6.384293,mpi_esm1_2_lr,SSP2-4.5
2068,43.613216,0.13308837,439.17685,6.047206524260605,1.838843,mpi_esm1_2_lr,SSP2-4.5
2069,42.90186,0.13127214,715.29803,5.994710015274918,0.8591016,mpi_esm1_2_lr,SSP2-4.5
2070,46.16179,0.15535308,773.4157,5.744616519208371,0.11348724,mpi_esm1_2_lr,SSP2-4.5
2071,44.77532,0.13085158,613.1425,6.256955590863463,0.35492578,mpi_esm1_2_lr,SSP2-4.5
2072,46.631912,0.14412048,781.72845,4.906493105833567,1.4511744,mpi_esm1_2_lr,SSP2-4.5
2073,46.287216,0.1588967,818.8667,5.153471168396859,1.6835531,mpi_esm1_2_lr,SSP2-4.5
