year,snowc,sd,smlt_mm,t2m_C_bc,snw_mm_raw,model,scenario
2022,43.62411,0.1369199,717.78253,5.062110608689147,6.0636196,canesm5_canoe,SSP5-8.5
2023,47.323086,0.15905714,762.2078,5.6229979098701754,3.3453,canesm5_canoe,SSP5-8.5
2024,47.826595,0.15578206,847.93207,6.589524232949913,2.717842,canesm5_canoe,SSP5-8.5
2025,48.38178,0.14339854,575.7558,5.82519342346689,1.4312967,canesm5_canoe,SSP5-8.5
2026,49.56584,0.14257683,1081.3743,5.800475351492175,1.444589,canesm5_canoe,SSP5-8.5
2027,39.501614,0.11367294,882.50653,6.892529134107459,3.1551247,canesm5_canoe,SSP5-8.5
2028,46.861217,0.1496107,1042.0895,5.743259786760547,1.6809968,canesm5_canoe,SSP5-8.5
2029,41.671555,0.12512551,688.1718,6.591693199831188,3.1414888,canesm5_canoe,SSP5-8.5
2030,48.970295,0.15826373,1093.7932,6.212685119930646,3.171119,canesm5_canoe,SSP5-8.5
2031,53.74037,0.1576729,815.33453,5.016078864077565,8.200456,canesm5_canoe,SSP5-8.5
2032,42.68651,0.16734542,743.94196,6.816653416553598,1.9380819,canesm5_canoe,SSP5-8.5
2033,45.236126,0.14325556,1026.273,7.18924306109317,0.49812973,canesm5_canoe,SSP5-8.5
2034,44.061222,0.12882915,1067.4783,7.342863130298327,0.44955835,canesm5_canoe,SSP5-8.5
2035,44.103146,0.14026345,798.1238,6.725401312403263,1.0090069,canesm5_canoe,SSP5-8.5
2036,41.654087,0.12006015,1035.8785,7.674981610466143,0.7316411,canesm5_canoe,SSP5-8.5
2037,45.640778,0.13928692,683.0097,6.758113605645355,1.619645,canesm5_canoe,SSP5-8.5
2038,41.073406,0.1227889,898.75073,7.459991028214578,0.9426429,canesm5_canoe,SSP5-8.5
2039,50.986786,0.1467306,1137.4281,6.4869916058827615,1.1780974,canesm5_canoe,SSP5-8.5
2040,42.176556,0.110464625,986.34467,8.209189660179169,0.9891096,canesm5_canoe,SSP5-8.5
2041,39.69781,0.1399961,607.3137,7.727655133126678,0.82072574,canesm5_canoe,SSP5-8.5
2042,39.857735,0.13440213,810.49585,7.3910624246039935,2.6161444,canesm5_canoe,SSP5-8.5
2043,44.316685,0.15545197,1067.3387,8.227686495659059,0.8538173,canesm5_canoe,SSP5-8.5
2044,40.040146,0.15339497,789.1182,7.855697595709045,3.610122,canesm5_canoe,SSP5-8.5
2045,33.96903,0.1131503,902.4289,8.70945783056496,0.47637466,canesm5_canoe,SSP5-8.5
2046,40.729992,0.13219778,862.025,7.79964665800975,1.7841592,canesm5_canoe,SSP5-8.5
2047,37.88976,0.112400495,677.7846,7.942866968844721,0.37601653,canesm5_canoe,SSP5-8.5
2048,39.595814,0.11680129,727.255,8.340349968531212,0.42669404,canesm5_canoe,SSP5-8.5
2049,41.194553,0.12044808,870.71265,8.273344605144564,1.6862859,canesm5_canoe,SSP5-8.5
2050,41.60139,0.13366096,946.4037,8.496275756186675,0.21502055,canesm5_canoe,SSP5-8.5
2051,42.722607,0.13701822,951.51624,8.695767016400426,1.6024746,canesm5_canoe,SSP5-8.5
2052,40.443493,0.10624647,889.0308,8.598253732923395,0.9079314,canesm5_canoe,SSP5-8.5
2053,41.86581,0.12686513,966.9939,8.824813869617996,0.38530457,canesm5_canoe,SSP5-8.5
2054,39.725967,0.11223135,1017.7805,8.816640087830924,0.25580677,canesm5_canoe,SSP5-8.5
2055,36.598984,0.103435345,885.7862,8.886932503563232,0.6888144,canesm5_canoe,SSP5-8.5
2056,37.886646,0.098595835,923.2344,9.387087724805534,0.5410927,canesm5_canoe,SSP5-8.5
2057,41.291172,0.08931892,857.44037,8.859196978734934,0.58250517,canesm5_canoe,SSP5-8.5
2058,40.065216,0.14664523,911.8436,9.323077659687765,0.86020714,canesm5_canoe,SSP5-8.5
2059,38.671856,0.11807967,1013.4447,9.658425069328151,0.7304013,canesm5_canoe,SSP5-8.5
2060,40.205105,0.109921575,766.2457,9.220039200696043,1.0157847,canesm5_canoe,SSP5-8.5
2061,39.460075,0.10715079,694.68225,8.933488620536059,1.3897349,canesm5_canoe,SSP5-8.5
2062,33.92098,0.11225767,879.7716,10.082671336483163,0.20061515,canesm5_canoe,SSP5-8.5
2063,38.05995,0.10849387,1193.2468,9.517106712330552,0.39453292,canesm5_canoe,SSP5-8.5
2064,37.86108,0.11921445,998.38934,9.536661695971668,0.24612685,canesm5_canoe,SSP5-8.5
2065,30.107697,0.087997906,893.15045,10.472089823559921,0.23088706,canesm5_canoe,SSP5-8.5
2066,34.689808,0.103336185,836.0937,9.691006788039418,0.9194965,canesm5_canoe,SSP5-8.5
2067,37.648407,0.14568955,966.30054,10.407649948681376,0.22411919,canesm5_canoe,SSP5-8.5
2068,33.93684,0.11865818,1065.1676,10.311620524122867,0.12065116,canesm5_canoe,SSP5-8.5
2069,32.015705,0.10457889,922.0438,10.943833089347683,0.021890761,canesm5_canoe,SSP5-8.5
2070,31.98082,0.108444005,1078.0375,11.117752767082058,0.03314395,canesm5_canoe,SSP5-8.5
2071,27.854586,0.09529515,891.4524,10.89555346201067,0.07995405,canesm5_canoe,SSP5-8.5
2072,29.602121,0.11770463,1084.8987,11.789882080233099,0.32537577,canesm5_canoe,SSP5-8.5
2073,32.956036,0.11975628,1129.7208,11.783687011873724,0.02891612,canesm5_canoe,SSP5-8.5
2074,31.427538,0.1245771,972.5397,11.851827677563827,0.09077043,canesm5_canoe,SSP5-8.5
2075,34.412064,0.09638328,925.0829,11.042715128735702,0.47888234,canesm5_canoe,SSP5-8.5
2076,28.073977,0.10359097,906.5446,11.568421102042995,0.15051495,canesm5_canoe,SSP5-8.5
2077,34.25669,0.11215294,1169.6201,11.755682047681015,0.1503789,canesm5_canoe,SSP5-8.5
2078,26.97326,0.09258846,897.36804,11.98458931493362,0.15136354,canesm5_canoe,SSP5-8.5
2079,33.290195,0.12388364,1213.33,12.504761434074245,0.023148641,canesm5_canoe,SSP5-8.5
2080,26.90754,0.063428625,836.2707,12.37131315119664,0.20382975,canesm5_canoe,SSP5-8.5
2081,30.61229,0.09657825,896.4251,11.858610209302109,0.3915148,canesm5_canoe,SSP5-8.5
2082,28.851305,0.09800482,1030.614,11.929863667960964,0.28343365,canesm5_canoe,SSP5-8.5
2083,27.618807,0.09837841,814.85065,12.256940897778671,0.07524533,canesm5_canoe,SSP5-8.5
2084,22.949125,0.09661305,783.9787,12.264733052726589,0.1801839,canesm5_canoe,SSP5-8.5
2085,32.1917,0.1041634,1060.6702,12.478282348787786,0.21722102,canesm5_canoe,SSP5-8.5
2086,29.906435,0.111686476,1016.4277,12.779526448722683,0.10583546,canesm5_canoe,SSP5-8.5
2087,22.092886,0.08662956,766.46106,12.714213745272161,0.1331522,canesm5_canoe,SSP5-8.5
2088,31.813913,0.0959447,772.0355,11.907885925447943,0.14715391,canesm5_canoe,SSP5-8.5
2089,27.436766,0.11881981,844.5983,12.663005249178411,0.030441431,canesm5_canoe,SSP5-8.5
2090,29.658743,0.10210367,1142.0536,13.09369971271659,0.06912448,canesm5_canoe,SSP5-8.5
2091,33.40316,0.09949792,907.22565,12.475688354647161,0.09733957,canesm5_canoe,SSP5-8.5
2092,22.75306,0.08066152,673.11304,13.673816101229193,0.08886528,canesm5_canoe,SSP5-8.5
2093,21.068493,0.080105476,843.7616,13.496442850903671,0.078035586,canesm5_canoe,SSP5-8.5
2094,22.347153,0.09384641,742.90295,13.647057271476589,0.020671835,canesm5_canoe,SSP5-8.5
2095,22.03692,0.09032491,873.14496,14.059138672029974,0.044550136,canesm5_canoe,SSP5-8.5
2096,31.625116,0.09722743,950.6243,12.719244059399765,0.5927036,canesm5_canoe,SSP5-8.5
2097,19.845232,0.07956347,743.432,14.495959655916693,0.028084693,canesm5_canoe,SSP5-8.5
2098,24.325563,0.0932056,972.2742,13.796087321118515,0.042550232,canesm5_canoe,SSP5-8.5
2099,24.102646,0.09521565,1053.1498,13.911710795239609,0.015697857,canesm5_canoe,SSP5-8.5
2015,46.55274,0.16112153,295.7974,4.256145612483304,10.514688,ec_earth3_cc,SSP2-4.5
2016,51.771572,0.16545804,737.1844,4.516304074999826,16.991617,ec_earth3_cc,SSP2-4.5
2017,46.034733,0.14553003,639.7846,4.697960776478302,31.642782,ec_earth3_cc,SSP2-4.5
2018,51.363544,0.17155783,715.6996,4.14943833946507,23.179413,ec_earth3_cc,SSP2-4.5
2019,49.555878,0.12656017,623.6094,5.045594001843284,38.188244,ec_earth3_cc,SSP2-4.5
2020,46.719418,0.12984645,544.475,4.827615124830465,11.84921,ec_earth3_cc,SSP2-4.5
2021,48.080837,0.18094154,699.8212,4.306945310086487,29.208033,ec_earth3_cc,SSP2-4.5
2022,50.709263,0.15888666,728.92,4.079673424769239,9.449746,ec_earth3_cc,SSP2-4.5
2023,46.91509,0.118280776,762.76605,4.835506789356391,10.683228,ec_earth3_cc,SSP2-4.5
2024,44.29302,0.14904387,786.17584,5.00856500234128,19.227608,ec_earth3_cc,SSP2-4.5
2025,42.688396,0.14284594,574.06445,5.32516877502697,3.6259441,ec_earth3_cc,SSP2-4.5
2026,52.025574,0.18496062,553.2468,4.073743880559545,22.744453,ec_earth3_cc,SSP2-4.5
2027,47.922394,0.13795228,785.7018,4.868708261370855,14.761138,ec_earth3_cc,SSP2-4.5
2028,42.49146,0.14344405,642.92694,5.132037063384204,24.680273,ec_earth3_cc,SSP2-4.5
2029,42.563046,0.14727415,430.12366,5.63048329973845,2.922041,ec_earth3_cc,SSP2-4.5
2030,45.56985,0.14632978,577.29297,5.275111134469368,24.630478,ec_earth3_cc,SSP2-4.5
2031,42.613003,0.13156809,570.5668,5.26725543275226,10.6107645,ec_earth3_cc,SSP2-4.5
2032,41.87497,0.13610293,742.7857,5.335015870382283,13.876132,ec_earth3_cc,SSP2-4.5
2033,42.47238,0.12571774,577.65894,6.075659378799853,3.570618,ec_earth3_cc,SSP2-4.5
2034,39.77336,0.12960596,483.55862,6.189900588131555,8.392262,ec_earth3_cc,SSP2-4.5
2035,50.09109,0.1676833,674.7614,4.1700491598258616,16.85041,ec_earth3_cc,SSP2-4.5
2036,42.640118,0.12093676,538.853,5.979876946856229,7.4182887,ec_earth3_cc,SSP2-4.5
2037,44.27965,0.1564668,876.9749,5.587232861134246,14.305683,ec_earth3_cc,SSP2-4.5
2038,45.100708,0.1399609,516.3928,4.406432898809051,11.583915,ec_earth3_cc,SSP2-4.5
2039,42.66496,0.13633764,628.6277,6.322797451416997,15.449425,ec_earth3_cc,SSP2-4.5
2040,49.746582,0.16960382,717.595,4.10006990592979,26.70135,ec_earth3_cc,SSP2-4.5
2041,40.08938,0.12837693,592.24756,5.658495881518924,13.649278,ec_earth3_cc,SSP2-4.5
2042,42.90772,0.1558714,641.5923,5.530055668083154,10.124073,ec_earth3_cc,SSP2-4.5
2043,42.613026,0.1357236,606.1614,5.5327680333996065,16.520683,ec_earth3_cc,SSP2-4.5
2044,45.747604,0.13317083,563.76733,5.182733107425368,6.0102897,ec_earth3_cc,SSP2-4.5
2045,43.72659,0.14128283,844.76044,6.207140935962145,6.5942383,ec_earth3_cc,SSP2-4.5
2046,48.66849,0.14688492,440.80438,5.1766608086544155,17.083536,ec_earth3_cc,SSP2-4.5
2047,40.79394,0.15861839,561.63617,5.84773726686115,23.642754,ec_earth3_cc,SSP2-4.5
2048,49.011524,0.14300121,800.31696,5.012431797018155,19.893303,ec_earth3_cc,SSP2-4.5
2049,45.57703,0.14276384,698.44775,6.096680000667547,11.311463,ec_earth3_cc,SSP2-4.5
2050,45.134094,0.15360016,623.55457,5.65807170767834,8.601803,ec_earth3_cc,SSP2-4.5
2051,54.788822,0.16752948,779.7942,3.8220781405513518,33.840717,ec_earth3_cc,SSP2-4.5
2052,51.81108,0.15522377,577.5894,4.760168342994597,16.030634,ec_earth3_cc,SSP2-4.5
2053,41.738087,0.12383991,627.34595,6.00275171814759,8.438249,ec_earth3_cc,SSP2-4.5
2054,43.133785,0.152623,780.5483,6.813921107149841,4.7487216,ec_earth3_cc,SSP2-4.5
2055,48.107365,0.1525737,462.56448,5.438441046943095,19.353207,ec_earth3_cc,SSP2-4.5
2056,46.82942,0.14682089,410.6757,4.746690208891477,23.82395,ec_earth3_cc,SSP2-4.5
2057,48.50957,0.12722504,624.6597,5.140065510874579,17.506453,ec_earth3_cc,SSP2-4.5
2058,44.052906,0.1638214,505.75174,6.002524332265218,14.0964155,ec_earth3_cc,SSP2-4.5
2059,49.03507,0.15683493,719.19116,4.949860466208164,13.220021,ec_earth3_cc,SSP2-4.5
2060,42.529285,0.14188354,378.1396,5.296697115470156,22.725363,ec_earth3_cc,SSP2-4.5
2061,45.587803,0.13051124,499.77692,5.481186218042012,24.335571,ec_earth3_cc,SSP2-4.5
2062,43.699795,0.13013534,712.71765,5.756395004901045,9.940808,ec_earth3_cc,SSP2-4.5
2063,43.808716,0.14890848,467.08127,5.889622006548644,5.661339,ec_earth3_cc,SSP2-4.5
2064,43.050552,0.14507937,657.80426,5.288572382419771,26.820976,ec_earth3_cc,SSP2-4.5
2065,44.18462,0.1745913,526.3712,5.271845567083049,26.37808,ec_earth3_cc,SSP2-4.5
2066,45.626923,0.15842624,536.56854,5.753888443909884,23.46845,ec_earth3_cc,SSP2-4.5
2067,48.577545,0.14544436,784.12177,5.127189492161078,31.58323,ec_earth3_cc,SSP2-4.5
2068,41.62528,0.14089194,552.48145,6.115700442861553,16.355639,ec_earth3_cc,SSP2-4.5
2069,48.325027,0.16378014,456.85828,4.985326901772494,20.59247,ec_earth3_cc,SSP2-4.5
2070,47.009842,0.13326873,649.9596,5.680054160180043,14.522914,ec_earth3_cc,SSP2-4.5
2071,45.89535,0.15539522,892.4403,5.399020060164589,15.687633,ec_earth3_cc,SSP2-4.5
2072,49.132385,0.11815902,566.7498,5.907664416974441,8.662457,ec_earth3_cc,SSP2-4.5
2073,44.718067,0.13515384,658.42535,5.794512096754541,17.954239,ec_earth3_cc,SSP2-4.5
2074,46.727238,0.12337657,882.76526,6.469665865513403,9.548773,ec_earth3_cc,SSP2-4.5
2075,40.09044,0.13150124,516.8309,6.275858519141316,20.599318,ec_earth3_cc,SSP2-4.5
2076,41.10091,0.14045037,614.83453,6.677720022345408,5.043987,ec_earth3_cc,SSP2-4.5
2077,46.18394,0.13428856,533.2516,5.51388251279949,14.09209,ec_earth3_cc,SSP2-4.5
2078,47.378048,0.14965412,769.7975,6.416019696421124,18.391386,ec_earth3_cc,SSP2-4.5
2079,45.51999,0.13706164,777.8862,6.752105813544755,3.4400122,ec_earth3_cc,SSP2-4.5
2080,35.529423,0.10337117,646.02356,7.409334944475012,8.342927,ec_earth3_cc,SSP2-4.5
2081,43.03894,0.14742112,566.50836,5.924717150691453,13.510741,ec_earth3_cc,SSP2-4.5
2082,48.094837,0.14142746,794.94977,6.272778009164444,10.8072405,ec_earth3_cc,SSP2-4.5
2083,42.696426,0.1352743,750.9011,6.7213472359002004,9.950553,ec_earth3_cc,SSP2-4.5
2084,43.691925,0.11574042,771.8112,7.433306888687244,5.6163955,ec_earth3_cc,SSP2-4.5
2085,40.841084,0.13962671,476.9102,5.321959365652607,23.275917,ec_earth3_cc,SSP2-4.5
2086,41.43463,0.12280509,595.6684,6.440649375141337,7.2797413,ec_earth3_cc,SSP2-4.5
2087,43.5719,0.15561964,567.6424,5.807808695806156,7.9550157,ec_earth3_cc,SSP2-4.5
2088,46.32617,0.1409165,540.5011,6.284506539815084,6.5529704,ec_earth3_cc,SSP2-4.5
2089,45.176968,0.16733785,544.7677,6.622561273899315,30.115694,ec_earth3_cc,SSP2-4.5
2090,42.91145,0.13991268,533.1523,6.601612946038244,4.202372,ec_earth3_cc,SSP2-4.5
2091,40.173935,0.16626084,483.31955,6.201139650846785,22.441961,ec_earth3_cc,SSP2-4.5
2092,42.72112,0.12805061,571.3917,6.472558019277546,15.846507,ec_earth3_cc,SSP2-4.5
2093,50.498352,0.14862663,741.7995,5.951844664415475,13.0106,ec_earth3_cc,SSP2-4.5
2094,39.875748,0.16374998,600.1963,7.10445777626918,23.924353,ec_earth3_cc,SSP2-4.5
2095,39.249435,0.10119011,690.8686,6.698812947760717,15.572643,ec_earth3_cc,SSP2-4.5
2096,38.87733,0.1221767,617.57556,6.918234302515304,9.116561,ec_earth3_cc,SSP2-4.5
2097,42.032074,0.14841153,450.84818,7.005536646665829,7.2019086,ec_earth3_cc,SSP2-4.5
2098,41.991955,0.119140245,759.4999,7.638216036342843,3.7539413,ec_earth3_cc,SSP2-4.5
2099,42.5784,0.146803,599.59485,6.161947992230846,25.04992,ec_earth3_cc,SSP2-4.5
2015,47.211945,0.12798883,638.8661,5.115276886879678,6.0008545,ec_earth3_cc,SSP5-8.5
2016,51.35297,0.22855671,623.54224,3.333294784781638,36.75035,ec_earth3_cc,SSP5-8.5
2017,47.426624,0.15454575,622.00665,4.399000230244318,52.167896,ec_earth3_cc,SSP5-8.5
2018,43.828335,0.14945595,819.0752,5.378767903997368,12.449019,ec_earth3_cc,SSP5-8.5
2019,43.317413,0.1269893,727.3415,4.988619091026492,11.80037,ec_earth3_cc,SSP5-8.5
2020,42.212803,0.1742834,468.87714,4.987935634441194,29.499857,ec_earth3_cc,SSP5-8.5
2021,48.672016,0.163438,582.811,3.932878986264351,32.44356,ec_earth3_cc,SSP5-8.5
2022,45.956894,0.14706889,503.6998,4.874615634025627,29.321184,ec_earth3_cc,SSP5-8.5
2023,43.171543,0.18233234,470.08624,5.152263562349149,6.142917,ec_earth3_cc,SSP5-8.5
2024,41.25094,0.1254326,756.15936,5.866155429431533,6.723742,ec_earth3_cc,SSP5-8.5
2025,53.26401,0.17446059,919.4971,4.563537795959632,27.626022,ec_earth3_cc,SSP5-8.5
2026,48.984325,0.1520899,775.82965,4.626672106827676,28.556883,ec_earth3_cc,SSP5-8.5
2027,47.047672,0.15281196,608.7989,5.51401601911433,16.372095,ec_earth3_cc,SSP5-8.5
2028,45.912136,0.12442383,887.18475,5.189092520521208,23.300932,ec_earth3_cc,SSP5-8.5
2029,46.88033,0.13515289,763.8398,5.198535506085409,9.295287,ec_earth3_cc,SSP5-8.5
2030,46.442234,0.13491699,777.384,4.470994948462181,30.605925,ec_earth3_cc,SSP5-8.5
2031,43.166843,0.15680508,536.239,4.16256753644896,37.01842,ec_earth3_cc,SSP5-8.5
2032,44.691273,0.16028346,520.99835,5.096133392064428,9.4873705,ec_earth3_cc,SSP5-8.5
2033,47.32848,0.16353805,629.6133,5.159271905855301,9.205705,ec_earth3_cc,SSP5-8.5
2034,55.555878,0.18502937,839.43304,4.465029855245304,23.195702,ec_earth3_cc,SSP5-8.5
2035,56.912777,0.21727699,849.69867,3.805279074518149,31.709284,ec_earth3_cc,SSP5-8.5
2036,44.03172,0.15930356,760.03326,5.924755751032902,30.212423,ec_earth3_cc,SSP5-8.5
2037,47.197636,0.118709885,613.80865,4.979535426442964,9.880337,ec_earth3_cc,SSP5-8.5
2038,45.857197,0.14067651,760.1048,5.8465758206791465,7.8761706,ec_earth3_cc,SSP5-8.5
2039,42.530926,0.14221342,440.13983,4.350781878927744,13.882218,ec_earth3_cc,SSP5-8.5
2040,46.008633,0.15780136,711.07355,5.535552022345628,15.564845,ec_earth3_cc,SSP5-8.5
2041,43.202587,0.15066485,595.9862,5.939923657665187,20.620613,ec_earth3_cc,SSP5-8.5
2042,44.976437,0.15139157,780.13605,5.24060491823421,9.807472,ec_earth3_cc,SSP5-8.5
2043,48.8114,0.17612232,804.5685,4.238011319101708,51.446354,ec_earth3_cc,SSP5-8.5
2044,42.735367,0.1194025,775.11646,6.282397911669065,9.492571,ec_earth3_cc,SSP5-8.5
2045,41.28505,0.14156044,561.2774,6.462994998036329,3.9692953,ec_earth3_cc,SSP5-8.5
2046,44.14983,0.12913583,693.10144,5.781570307619848,17.260954,ec_earth3_cc,SSP5-8.5
2047,43.286274,0.1549581,663.068,5.923639270656765,22.480936,ec_earth3_cc,SSP5-8.5
2048,47.536213,0.16664104,574.4469,5.1786410165946934,12.163109,ec_earth3_cc,SSP5-8.5
2049,48.548687,0.14312536,716.36316,5.50723321095126,16.047564,ec_earth3_cc,SSP5-8.5
2050,47.162,0.1301649,654.9831,4.862734275189816,21.54391,ec_earth3_cc,SSP5-8.5
2051,46.844715,0.15521456,871.0685,6.072436223176486,15.332916,ec_earth3_cc,SSP5-8.5
2052,44.60275,0.14427155,391.68948,5.292790381058395,20.21131,ec_earth3_cc,SSP5-8.5
2053,47.30721,0.15431188,883.154,6.702665080645597,18.861647,ec_earth3_cc,SSP5-8.5
2054,42.18227,0.13837577,530.71124,6.453543455914075,39.404087,ec_earth3_cc,SSP5-8.5
2055,48.985165,0.15070452,830.6148,5.779444084706392,12.365001,ec_earth3_cc,SSP5-8.5
2056,39.890976,0.1423934,688.14886,6.470441572537566,33.08871,ec_earth3_cc,SSP5-8.5
2057,39.850353,0.16179462,376.41263,6.248926555468756,7.798226,ec_earth3_cc,SSP5-8.5
2058,47.479595,0.13688093,652.64874,6.447463738223515,15.547043,ec_earth3_cc,SSP5-8.5
2059,46.724167,0.1237418,762.1011,6.160964086924363,10.088965,ec_earth3_cc,SSP5-8.5
2060,45.157375,0.14777471,764.2258,6.171152840859526,19.69995,ec_earth3_cc,SSP5-8.5
2061,47.336758,0.1383116,679.50757,6.88424493892682,8.002187,ec_earth3_cc,SSP5-8.5
2062,39.132572,0.13671781,672.9634,7.681689968337995,6.8480306,ec_earth3_cc,SSP5-8.5
2063,45.37283,0.15480813,523.81177,5.672022512294956,27.379913,ec_earth3_cc,SSP5-8.5
2064,44.343884,0.1402406,803.9776,6.6893524814536365,16.543907,ec_earth3_cc,SSP5-8.5
2065,38.26668,0.116783984,659.99725,7.029831880791506,10.192664,ec_earth3_cc,SSP5-8.5
2066,44.49117,0.14341058,729.1273,7.423809271235676,12.352105,ec_earth3_cc,SSP5-8.5
2067,47.969044,0.15442754,590.30066,6.445873645126979,8.175529,ec_earth3_cc,SSP5-8.5
2068,45.940945,0.14310916,463.3489,6.042131670523646,20.959509,ec_earth3_cc,SSP5-8.5
2069,40.731403,0.1391763,607.59314,7.087270147549428,31.479769,ec_earth3_cc,SSP5-8.5
2070,40.04163,0.16902797,510.26678,6.768210413261642,34.35659,ec_earth3_cc,SSP5-8.5
2071,37.498043,0.13537237,719.79443,8.471478303922938,4.03834,ec_earth3_cc,SSP5-8.5
2072,42.33134,0.14058155,737.86566,7.55967407122878,2.3395863,ec_earth3_cc,SSP5-8.5
2073,34.47102,0.0968845,586.4337,8.600924890646633,4.352763,ec_earth3_cc,SSP5-8.5
2074,33.42174,0.12615602,521.4545,9.24297358678576,4.085774,ec_earth3_cc,SSP5-8.5
2075,37.045254,0.12832285,654.8644,9.393017364475172,2.3344314,ec_earth3_cc,SSP5-8.5
2076,36.69298,0.11095437,397.96582,9.27165388133783,2.5880718,ec_earth3_cc,SSP5-8.5
2077,39.02872,0.13086303,441.63205,7.693560113427112,9.665767,ec_earth3_cc,SSP5-8.5
2078,36.07232,0.09499528,822.9177,8.76874886437084,1.1432444,ec_earth3_cc,SSP5-8.5
2079,40.708763,0.11067959,683.63995,8.553199129757868,2.615853,ec_earth3_cc,SSP5-8.5
2080,38.031437,0.13217829,652.77264,8.91015447477678,6.434303,ec_earth3_cc,SSP5-8.5
2081,38.491573,0.13178638,575.58905,8.783409557941576,8.630238,ec_earth3_cc,SSP5-8.5
2082,41.081257,0.1555532,594.8375,7.371391259151745,39.35552,ec_earth3_cc,SSP5-8.5
2083,40.174297,0.13080484,762.4143,8.736945139931453,16.896414,ec_earth3_cc,SSP5-8.5
2084,35.587513,0.10561603,781.08777,10.349940673983099,1.5360441,ec_earth3_cc,SSP5-8.5
2085,39.370983,0.093451224,823.22656,9.241211128962634,2.3302453,ec_earth3_cc,SSP5-8.5
2086,39.5047,0.12620115,879.1404,9.55257310147461,3.5596514,ec_earth3_cc,SSP5-8.5
2087,31.571577,0.098623626,570.6181,10.708390791790555,1.6759726,ec_earth3_cc,SSP5-8.5
2088,40.338562,0.10845687,735.96094,8.966306222309145,1.9591756,ec_earth3_cc,SSP5-8.5
2089,33.340923,0.06711896,730.40924,9.742435559624418,5.225096,ec_earth3_cc,SSP5-8.5
2090,39.43429,0.11570137,709.668,9.729161010410078,2.0328467,ec_earth3_cc,SSP5-8.5
2091,35.57291,0.099352755,738.1515,9.768585045980215,6.5555725,ec_earth3_cc,SSP5-8.5
2092,36.044422,0.087307654,717.11615,9.17435794511171,4.3505435,ec_earth3_cc,SSP5-8.5
2093,40.5833,0.12505148,714.2462,9.402348434180078,16.38913,ec_earth3_cc,SSP5-8.5
2094,37.312748,0.114549,1045.1636,10.623865429109443,2.1959255,ec_earth3_cc,SSP5-8.5
2095,35.906845,0.11343846,646.5853,10.798000804230739,8.767502,ec_earth3_cc,SSP5-8.5
2096,38.885258,0.13391541,648.1255,9.454004675357071,9.788298,ec_earth3_cc,SSP5-8.5
2097,33.04662,0.089966275,727.1139,11.315539322115585,4.67738,ec_earth3_cc,SSP5-8.5
2098,41.96739,0.1042349,708.95886,10.136144547469398,2.006108,ec_earth3_cc,SSP5-8.5
2099,34.492794,0.09596781,768.5691,10.785715544222887,3.5312765,ec_earth3_cc,SSP5-8.5
2015,46.058765,0.16501369,539.9375,5.48485744534618,3.5112054,ipsl_cm6a_lr,SSP2-4.5
2016,44.990402,0.15303883,783.88806,5.77977008630375,3.1733491,ipsl_cm6a_lr,SSP2-4.5
2017,49.57874,0.15116952,466.85977,4.2130198813142545,8.954228,ipsl_cm6a_lr,SSP2-4.5
2018,46.019684,0.16087805,502.1672,4.474569499154157,40.263336,ipsl_cm6a_lr,SSP2-4.5
2019,48.846775,0.16624351,926.43353,4.554178376001968,30.182669,ipsl_cm6a_lr,SSP2-4.5
2020,46.025665,0.16395317,720.06323,5.204230845825308,4.2106957,ipsl_cm6a_lr,SSP2-4.5
2021,48.05702,0.16407205,784.00085,5.630421186397105,10.103505,ipsl_cm6a_lr,SSP2-4.5
2022,43.682724,0.14186187,840.1577,5.024341324537814,22.340929,ipsl_cm6a_lr,SSP2-4.5
2023,41.64268,0.14292566,408.98364,5.452901797454356,1.8663405,ipsl_cm6a_lr,SSP2-4.5
2024,46.741604,0.16374816,704.2088,4.702870163249401,22.371046,ipsl_cm6a_lr,SSP2-4.5
2025,50.53683,0.16602321,893.81274,5.174097294989228,12.913026,ipsl_cm6a_lr,SSP2-4.5
2026,51.430378,0.16345759,796.99335,4.730152627391396,18.00636,ipsl_cm6a_lr,SSP2-4.5
2027,45.306213,0.17797838,576.389,4.7204659731770855,30.590353,ipsl_cm6a_lr,SSP2-4.5
2028,49.2222,0.12037482,775.73895,4.949894055733577,4.8584847,ipsl_cm6a_lr,SSP2-4.5
2029,46.42175,0.16894333,882.0893,5.9611701941139605,21.286055,ipsl_cm6a_lr,SSP2-4.5
2030,51.92735,0.14903285,779.26526,4.6639661019318615,40.48859,ipsl_cm6a_lr,SSP2-4.5
2031,53.142136,0.1605498,700.6258,4.2322236736858345,12.644859,ipsl_cm6a_lr,SSP2-4.5
2032,46.866253,0.16583689,596.7744,4.541443508496349,21.83042,ipsl_cm6a_lr,SSP2-4.5
2033,40.859093,0.13862303,686.5114,6.000444593036462,7.2667174,ipsl_cm6a_lr,SSP2-4.5
2034,45.134235,0.14700705,658.1664,4.908801934836572,12.85389,ipsl_cm6a_lr,SSP2-4.5
2035,46.98296,0.11990868,930.21814,5.586400041868487,5.079009,ipsl_cm6a_lr,SSP2-4.5
2036,47.28493,0.19598897,515.8582,4.7869344747415665,5.8205605,ipsl_cm6a_lr,SSP2-4.5
2037,43.28165,0.14655332,516.18524,6.0196244162873676,7.0255504,ipsl_cm6a_lr,SSP2-4.5
