target,RMSE,MAE,R2,NSE,KGE
snowc,10.621636645211742,4.865531885374871,0.9474671342284566,0.9474671342284566,0.9629675867960131
sd,0.09995337019633549,0.054469975271408025,0.747216850852412,0.747216850852412,0.8476866197783939
smlt_mm,66.78645275478698,24.89440956101201,0.7085419691375899,0.7085419691375899,0.8051851764823186
