horizon_days,target,fold,fold_start,fold_end,feature,mean_abs_shap,rank
1,snowc,0,1950-01-08,1963-01-05,snowc_lag0,38.20275614203801,1
1,snowc,0,1950-01-08,1963-01-05,sd_lag0,10.380687733399453,2
1,snowc,0,1950-01-08,1963-01-05,sd_lag1,1.1071873256372564,3
1,snowc,0,1950-01-08,1963-01-05,snowc_lag1,0.788306453244611,4
1,snowc,1,1963-01-06,1976-01-04,snowc_lag0,38.448616398400006,1
1,snowc,1,1963-01-06,1976-01-04,sd_lag0,10.968856631949283,2
1,snowc,1,1963-01-06,1976-01-04,sd_lag1,1.2640357388543737,3
1,snowc,1,1963-01-06,1976-01-04,snowc_lag1,0.6052370851259278,4
1,snowc,2,1976-01-05,1989-01-01,snowc_lag0,38.245822114086515,1
1,snowc,2,1976-01-05,1989-01-01,sd_lag0,11.163076452731552,2
1,snowc,2,1976-01-05,1989-01-01,sd_lag1,1.1700642321726704,3
1,snowc,2,1976-01-05,1989-01-01,snowc_lag1,0.6105796185846387,4
1,snowc,3,1989-01-02,2001-12-31,snowc_lag0,38.317925393996035,1
1,snowc,3,1989-01-02,2001-12-31,sd_lag0,11.033840961804932,2
1,snowc,3,1989-01-02,2001-12-31,sd_lag1,1.1690887688488039,3
1,snowc,3,1989-01-02,2001-12-31,snowc_lag1,0.61552891606458,4
1,snowc,4,2002-01-01,2014-12-30,snowc_lag0,38.21816037348722,1
1,snowc,4,2002-01-01,2014-12-30,sd_lag0,10.866919157094785,2
1,snowc,4,2002-01-01,2014-12-30,sd_lag1,1.2806860185780593,3
1,snowc,4,2002-01-01,2014-12-30,snowc_lag1,0.4234201037994828,4
1,sd,0,1950-01-08,1963-01-05,sd_lag0,0.14374388504835975,1
1,sd,0,1950-01-08,1963-01-05,sd_lag1,0.03983780728603882,2
1,sd,0,1950-01-08,1963-01-05,sd_lag3,0.005435552228779764,3
1,sd,0,1950-01-08,1963-01-05,snowc_lag0,0.0045376142197626245,4
1,sd,0,1950-01-08,1963-01-05,doy_cos,0.0016990249175382426,5
1,sd,0,1950-01-08,1963-01-05,t2m_C_lag7,0.00048370386512542235,6
1,sd,0,1950-01-08,1963-01-05,sshf_W,0.0004530486000010907,7
1,sd,0,1950-01-08,1963-01-05,sd_lag7,0.00040458277777781433,8
1,sd,0,1950-01-08,1963-01-05,snowc_lag1,0.0002564501184322123,9
1,sd,0,1950-01-08,1963-01-05,doy_sin,0.00013570051277668108,10
1,sd,0,1950-01-08,1963-01-05,snowc_lag7,2.1615678492746113e-05,11
1,sd,0,1950-01-08,1963-01-05,snowc_lag3,1.2312410733654914e-05,12
1,sd,1,1963-01-06,1976-01-04,sd_lag0,0.1582117260061816,1
1,sd,1,1963-01-06,1976-01-04,sd_lag1,0.043129126016728025,2
1,sd,1,1963-01-06,1976-01-04,sd_lag3,0.0058152598402000264,3
1,sd,1,1963-01-06,1976-01-04,snowc_lag0,0.004428750534943586,4
1,sd,1,1963-01-06,1976-01-04,doy_cos,0.0019221636188043263,5
1,sd,1,1963-01-06,1976-01-04,sd_lag7,0.0005432606046243851,6
1,sd,1,1963-01-06,1976-01-04,t2m_C_lag7,0.0004800198942781477,7
1,sd,1,1963-01-06,1976-01-04,sshf_W,0.00039426248868039144,8
1,sd,1,1963-01-06,1976-01-04,snowc_lag1,0.00015439947155726556,9
1,sd,1,1963-01-06,1976-01-04,doy_sin,0.00012146440974849615,10
1,sd,1,1963-01-06,1976-01-04,snowc_lag3,1.60394022962307e-05,11
1,sd,1,1963-01-06,1976-01-04,snowc_lag7,1.3665423521486206e-05,12
1,sd,2,1976-01-05,1989-01-01,sd_lag0,0.14843336121788844,1
1,sd,2,1976-01-05,1989-01-01,sd_lag1,0.041349023334508093,2
1,sd,2,1976-01-05,1989-01-01,sd_lag3,0.005573682985680127,3
1,sd,2,1976-01-05,1989-01-01,snowc_lag0,0.00464682239225756,4
1,sd,2,1976-01-05,1989-01-01,doy_cos,0.0019875897268557823,5
1,sd,2,1976-01-05,1989-01-01,sd_lag7,0.0005082144738254146,6
1,sd,2,1976-01-05,1989-01-01,sshf_W,0.00041917481880218753,7
1,sd,2,1976-01-05,1989-01-01,t2m_C_lag7,0.0003965601753897965,8
1,sd,2,1976-01-05,1989-01-01,snowc_lag1,0.0002244675639698565,9
1,sd,2,1976-01-05,1989-01-01,doy_sin,9.714756333779905e-05,10
1,sd,2,1976-01-05,1989-01-01,snowc_lag7,3.0844040328591146e-05,11
1,sd,2,1976-01-05,1989-01-01,snowc_lag3,1.5340349115714767e-05,12
1,sd,3,1989-01-02,2001-12-31,sd_lag0,0.14074674136747753,1
1,sd,3,1989-01-02,2001-12-31,sd_lag1,0.039405970971507914,2
1,sd,3,1989-01-02,2001-12-31,sd_lag3,0.004870348815411945,3
1,sd,3,1989-01-02,2001-12-31,snowc_lag0,0.004463937580271819,4
1,sd,3,1989-01-02,2001-12-31,doy_cos,0.0019441917432550123,5
1,sd,3,1989-01-02,2001-12-31,sd_lag7,0.0006172009452456699,6
1,sd,3,1989-01-02,2001-12-31,t2m_C_lag7,0.0005149080550691102,7
1,sd,3,1989-01-02,2001-12-31,sshf_W,0.00041865910679516656,8
1,sd,3,1989-01-02,2001-12-31,snowc_lag1,0.00019931872574996916,9
1,sd,3,1989-01-02,2001-12-31,doy_sin,0.00013051604054588542,10
1,sd,3,1989-01-02,2001-12-31,snowc_lag3,2.263866008342673e-05,11
1,sd,3,1989-01-02,2001-12-31,snowc_lag7,1.3234482011128042e-05,12
1,sd,4,2002-01-01,2014-12-30,sd_lag0,0.14296177030322638,1
1,sd,4,2002-01-01,2014-12-30,sd_lag1,0.040100488712831575,2
1,sd,4,2002-01-01,2014-12-30,sd_lag3,0.0056532878372329625,3
1,sd,4,2002-01-01,2014-12-30,snowc_lag0,0.0044796775298397516,4
1,sd,4,2002-01-01,2014-12-30,doy_cos,0.0017928571079120958,5
1,sd,4,2002-01-01,2014-12-30,sd_lag7,0.0005621393815769477,6
1,sd,4,2002-01-01,2014-12-30,sshf_W,0.0004507917421329428,7
1,sd,4,2002-01-01,2014-12-30,t2m_C_lag7,0.0004227471146345089,8
1,sd,4,2002-01-01,2014-12-30,snowc_lag1,0.00025767589705670286,9
1,sd,4,2002-01-01,2014-12-30,doy_sin,0.00010446258090690194,10
1,sd,4,2002-01-01,2014-12-30,snowc_lag7,1.647117322599231e-05,11
1,sd,4,2002-01-01,2014-12-30,snowc_lag3,1.4133963626443168e-05,12
1,smlt_mm,0,1950-01-08,1963-01-05,smlt_mm_lag1,1.5747948013507231,1
1,smlt_mm,0,1950-01-08,1963-01-05,smlt_mm_lag3,0.5862355042301287,2
1,smlt_mm,0,1950-01-08,1963-01-05,t2m_C,0.5361643860759707,3
1,smlt_mm,0,1950-01-08,1963-01-05,snowc_lag0,0.29103523746057636,4
1,smlt_mm,0,1950-01-08,1963-01-05,sd_lag3,0.2759539017137243,5
1,smlt_mm,0,1950-01-08,1963-01-05,doy_cos,0.2600276168317048,6
1,smlt_mm,0,1950-01-08,1963-01-05,snowc_lag3,0.14237063919903759,7
1,smlt_mm,0,1950-01-08,1963-01-05,snowc_lag1,0.13618121958663498,8
1,smlt_mm,0,1950-01-08,1963-01-05,sd_lag1,0.1166983693098259,9
1,smlt_mm,0,1950-01-08,1963-01-05,sd_lag0,0.1136263832041543,10
1,smlt_mm,0,1950-01-08,1963-01-05,t2m_C_lag1,0.10771756563247747,11
1,smlt_mm,0,1950-01-08,1963-01-05,doy_sin,0.0812117643450494,12
1,smlt_mm,1,1963-01-06,1976-01-04,smlt_mm_lag1,1.7241105792596183,1
1,smlt_mm,1,1963-01-06,1976-01-04,smlt_mm_lag3,0.6112094292839229,2
1,smlt_mm,1,1963-01-06,1976-01-04,t2m_C,0.5310359571423958,3
1,smlt_mm,1,1963-01-06,1976-01-04,doy_cos,0.32534782283505664,4
1,smlt_mm,1,1963-01-06,1976-01-04,snowc_lag0,0.31844197830760135,5
1,smlt_mm,1,1963-01-06,1976-01-04,sd_lag3,0.22124570278922306,6
1,smlt_mm,1,1963-01-06,1976-01-04,snowc_lag3,0.17688206421952296,7
1,smlt_mm,1,1963-01-06,1976-01-04,snowc_lag1,0.13192059948739454,8
1,smlt_mm,1,1963-01-06,1976-01-04,sd_lag1,0.12123516710178085,9
1,smlt_mm,1,1963-01-06,1976-01-04,doy_sin,0.10843194427203978,10
1,smlt_mm,1,1963-01-06,1976-01-04,t2m_C_lag1,0.10348742407095973,11
1,smlt_mm,1,1963-01-06,1976-01-04,sd_lag0,0.09975623111851639,12
1,smlt_mm,2,1976-01-05,1989-01-01,smlt_mm_lag1,1.8145490477066226,1
1,smlt_mm,2,1976-01-05,1989-01-01,smlt_mm_lag3,0.616254300966982,2
1,smlt_mm,2,1976-01-05,1989-01-01,t2m_C,0.458044815026545,3
1,smlt_mm,2,1976-01-05,1989-01-01,snowc_lag0,0.33733304935008446,4
1,smlt_mm,2,1976-01-05,1989-01-01,doy_cos,0.2739398175784123,5
1,smlt_mm,2,1976-01-05,1989-01-01,sd_lag3,0.18654062065353286,6
1,smlt_mm,2,1976-01-05,1989-01-01,snowc_lag1,0.12942523646728124,7
1,smlt_mm,2,1976-01-05,1989-01-01,snowc_lag3,0.12361790471690347,8
1,smlt_mm,2,1976-01-05,1989-01-01,sd_lag1,0.11740613375560471,9
1,smlt_mm,2,1976-01-05,1989-01-01,doy_sin,0.09902614980760115,10
1,smlt_mm,2,1976-01-05,1989-01-01,t2m_C_lag1,0.09030649960799848,11
1,smlt_mm,2,1976-01-05,1989-01-01,sd_lag0,0.08496719873490095,12
1,smlt_mm,3,1989-01-02,2001-12-31,smlt_mm_lag1,1.7197012773332652,1
1,smlt_mm,3,1989-01-02,2001-12-31,smlt_mm_lag3,0.5981357444674592,2
1,smlt_mm,3,1989-01-02,2001-12-31,t2m_C,0.4897097633629426,3
1,smlt_mm,3,1989-01-02,2001-12-31,snowc_lag0,0.31642902671651946,4
1,smlt_mm,3,1989-01-02,2001-12-31,doy_cos,0.2608027427232485,5
1,smlt_mm,3,1989-01-02,2001-12-31,sd_lag3,0.23688841066859723,6
1,smlt_mm,3,1989-01-02,2001-12-31,snowc_lag3,0.1386685434590032,7
1,smlt_mm,3,1989-01-02,2001-12-31,snowc_lag1,0.13730838897902284,8
1,smlt_mm,3,1989-01-02,2001-12-31,sd_lag1,0.11315555177829892,9
1,smlt_mm,3,1989-01-02,2001-12-31,t2m_C_lag1,0.10189079023904299,10
1,smlt_mm,3,1989-01-02,2001-12-31,sd_lag0,0.10051313781012505,11
1,smlt_mm,3,1989-01-02,2001-12-31,doy_sin,0.08034706614469833,12
1,smlt_mm,4,2002-01-01,2014-12-30,smlt_mm_lag1,1.7219254075150194,1
1,smlt_mm,4,2002-01-01,2014-12-30,smlt_mm_lag3,0.5885613525580365,2
1,smlt_mm,4,2002-01-01,2014-12-30,t2m_C,0.4729707708392528,3
1,smlt_mm,4,2002-01-01,2014-12-30,snowc_lag0,0.3042854878505466,4
1,smlt_mm,4,2002-01-01,2014-12-30,doy_cos,0.26785250881371214,5
1,smlt_mm,4,2002-01-01,2014-12-30,sd_lag3,0.22508617339842557,6
1,smlt_mm,4,2002-01-01,2014-12-30,snowc_lag3,0.17050334466769362,7
1,smlt_mm,4,2002-01-01,2014-12-30,snowc_lag1,0.16743696493447532,8
1,smlt_mm,4,2002-01-01,2014-12-30,sd_lag1,0.11603691470947748,9
1,smlt_mm,4,2002-01-01,2014-12-30,t2m_C_lag1,0.09872567646422543,10
1,smlt_mm,4,2002-01-01,2014-12-30,doy_sin,0.0939935429761692,11
1,smlt_mm,4,2002-01-01,2014-12-30,sd_lag0,0.0898632410612196,12
7,snowc,0,1950-01-08,1963-01-04,snowc_lag0,27.008036320186463,1
7,snowc,0,1950-01-08,1963-01-04,doy_cos,11.199115044169247,2
7,snowc,0,1950-01-08,1963-01-04,snowc_lag1,7.046584596477038,3
7,snowc,0,1950-01-08,1963-01-04,sd_lag0,2.880605788365448,4
7,snowc,0,1950-01-08,1963-01-04,doy_sin,2.0167979843594295,5
7,snowc,0,1950-01-08,1963-01-04,sd_lag1,1.6722955397992487,6
7,snowc,1,1963-01-05,1976-01-01,snowc_lag0,28.636050122138606,1
7,snowc,1,1963-01-05,1976-01-01,doy_cos,10.68756049818493,2
7,snowc,1,1963-01-05,1976-01-01,snowc_lag1,5.835877699157064,3
7,snowc,1,1963-01-05,1976-01-01,sd_lag0,3.148471796140172,4
7,snowc,1,1963-01-05,1976-01-01,doy_sin,2.019348856277061,5
7,snowc,1,1963-01-05,1976-01-01,sd_lag1,1.6598039550516632,6
7,snowc,2,1976-01-02,1988-12-29,snowc_lag0,27.402528778429154,1
7,snowc,2,1976-01-02,1988-12-29,doy_cos,10.910333694420272,2
7,snowc,2,1976-01-02,1988-12-29,snowc_lag1,5.821218100707801,3
7,snowc,2,1976-01-02,1988-12-29,sd_lag0,3.4773836087617407,4
7,snowc,2,1976-01-02,1988-12-29,doy_sin,2.372253683029397,5
7,snowc,2,1976-01-02,1988-12-29,sd_lag1,1.8418638165650254,6
7,snowc,3,1988-12-30,2001-12-26,snowc_lag0,28.225966460411072,1
7,snowc,3,1988-12-30,2001-12-26,doy_cos,11.41788070020486,2
7,snowc,3,1988-12-30,2001-12-26,snowc_lag1,5.406256554036237,3
7,snowc,3,1988-12-30,2001-12-26,sd_lag0,3.081614713525294,4
7,snowc,3,1988-12-30,2001-12-26,doy_sin,2.5325088074542776,5
7,snowc,3,1988-12-30,2001-12-26,sd_lag1,1.7003042566480666,6
7,snowc,4,2001-12-27,2014-12-24,snowc_lag0,27.650423440456983,1
7,snowc,4,2001-12-27,2014-12-24,doy_cos,11.290911713166656,2
7,snowc,4,2001-12-27,2014-12-24,snowc_lag1,6.5657798241408925,3
7,snowc,4,2001-12-27,2014-12-24,sd_lag0,3.006155893207587,4
7,snowc,4,2001-12-27,2014-12-24,doy_sin,2.2673324488893196,5
7,snowc,4,2001-12-27,2014-12-24,sd_lag1,1.6449263739938145,6
7,sd,0,1950-01-08,1963-01-04,sd_lag0,0.06434420593754073,1
7,sd,0,1950-01-08,1963-01-04,sd_lag1,0.05592048992765738,2
7,sd,0,1950-01-08,1963-01-04,sd_lag3,0.029759785614679467,3
7,sd,0,1950-01-08,1963-01-04,doy_cos,0.026467431161439906,4
7,sd,0,1950-01-08,1963-01-04,snowc_lag0,0.014566125649624818,5
7,sd,0,1950-01-08,1963-01-04,sd_lag7,0.012135376416709379,6
7,sd,0,1950-01-08,1963-01-04,snowc_lag1,0.010702233726208217,7
7,sd,0,1950-01-08,1963-01-04,snowc_lag3,0.005258929315406411,8
7,sd,0,1950-01-08,1963-01-04,doy_sin,0.0018398905670219186,9
7,sd,0,1950-01-08,1963-01-04,sshf_W,0.0017327679692642577,10
7,sd,1,1963-01-05,1976-01-01,sd_lag0,0.0720663525689923,1
7,sd,1,1963-01-05,1976-01-01,sd_lag1,0.0592213539499227,2
7,sd,1,1963-01-05,1976-01-01,sd_lag3,0.03365417649720916,3
7,sd,1,1963-01-05,1976-01-01,doy_cos,0.02710407877097227,4
7,sd,1,1963-01-05,1976-01-01,snowc_lag0,0.015273371756721025,5
7,sd,1,1963-01-05,1976-01-01,sd_lag7,0.012303185243945714,6
7,sd,1,1963-01-05,1976-01-01,snowc_lag1,0.010387463075139046,7
7,sd,1,1963-01-05,1976-01-01,snowc_lag3,0.0051813749671796765,8
7,sd,1,1963-01-05,1976-01-01,doy_sin,0.001755734068505132,9
7,sd,1,1963-01-05,1976-01-01,sshf_W,0.001220461392025272,10
7,sd,2,1976-01-02,1988-12-29,sd_lag0,0.06814490305667542,1
7,sd,2,1976-01-02,1988-12-29,sd_lag1,0.05606103116948107,2
7,sd,2,1976-01-02,1988-12-29,sd_lag3,0.029823251428492566,3
7,sd,2,1976-01-02,1988-12-29,doy_cos,0.02746009743534688,4
7,sd,2,1976-01-02,1988-12-29,snowc_lag0,0.015501965766391042,5
7,sd,2,1976-01-02,1988-12-29,sd_lag7,0.0129909814126654,6
7,sd,2,1976-01-02,1988-12-29,snowc_lag1,0.010891410169337083,7
7,sd,2,1976-01-02,1988-12-29,snowc_lag3,0.005398931910630293,8
7,sd,2,1976-01-02,1988-12-29,doy_sin,0.0019027916446117262,9
7,sd,2,1976-01-02,1988-12-29,sshf_W,0.0013274577339114878,10
7,sd,3,1988-12-30,2001-12-26,sd_lag0,0.06426647217749482,1
7,sd,3,1988-12-30,2001-12-26,sd_lag1,0.051492528439862184,2
7,sd,3,1988-12-30,2001-12-26,sd_lag3,0.02937594747770444,3
7,sd,3,1988-12-30,2001-12-26,doy_cos,0.02881117188021806,4
