horizon_days,target,method,RMSE,MAE,R2,NSE,KGE,RMSE_ci_low,RMSE_ci_high,R2_ci_low,R2_ci_high,block_len_days,bootstrap_draws
1,smlt_mm,CryoSENSE-HK (Extra Trees),1.1050713828579852,0.3695051404251263,0.952325846981566,0.952325846981566,0.9459621857188473,1.0093751582625616,1.2001437761461318,0.9429283510700252,0.9599109697441429,2,2000
1,smlt_mm,Persistence (issue-day t),1.4023706328892414,0.4468263210237682,0.9232235657262271,0.9232235657262271,0.9616117828631132,1.2804208230388565,1.5229552626149252,0.9082599344226376,0.9361922164189467,2,2000
1,smlt_mm,Training target-DOY climatology,3.8760381128147854,1.576429213316374,0.41348597896163497,0.41348597896163497,0.610036851327026,3.6117949596352257,4.142701737333924,0.3182974623342358,0.49335486266916617,2,2000
1,smlt_mm,Lagged linear regression,1.3867372791620212,0.5125259283646049,0.924925801813682,0.924925801813682,0.9481015515780319,1.2690420876805428,1.499280787069057,0.9115413355421906,0.9363847893302335,2,2000
1,smlt_mm,Seasonal AR with annual harmonics,1.3753214994994416,0.5531442607133448,0.9261567529551362,0.9261567529551362,0.9486960834254429,1.2614453071658065,1.4893742236284295,0.9125274567288894,0.9373099102995559,2,2000
1,smlt_mm,Exponential smoothing,1.4020069917123603,0.4495071035700979,0.9232633775313078,0.9232633775313078,0.9615117843895808,1.2726307748640922,1.526239757110231,0.9079689787382001,0.9359581449461213,2,2000
1,smlt_mm,"SARIMAX(3, 0, 1) with Fourier seasonality",1.3747013833116126,0.5576430603765379,0.9262233280351775,0.9262233280351775,0.9438203496982632,1.2584718046518926,1.488788993752707,0.9127342025935459,0.9375822345858121,2,2000
1,smlt_mm,"Degree-day, climatological target-date T",4.073546916045029,1.7377481437063138,0.35218982330132576,0.35218982330132576,0.37302026060249505,3.8009130817777144,4.319936082449378,0.2987552920601739,0.3960590111651482,2,2000
1,smlt_mm,"Degree-day, observed target-date T (oracle)",3.92112624424633,1.8146147536067099,0.3997613299322048,0.3997613299322048,0.4946182196319614,3.7043749577175995,4.135903700652914,0.3324466963937692,0.4546699626822059,2,2000
7,snowc,CryoSENSE-HK (Extra Trees),10.287511429116961,3.296991865327881,0.9556603615640074,0.9556603615640074,0.9597651084095877,8.692721615369992,11.842280003871005,0.9408381278429299,0.9686444591663437,7,2000
7,snowc,Persistence (issue-day t),17.049553799560755,4.469070244303793,0.8782139566124677,0.8782139566124677,0.9391069783062339,14.35536485593119,19.630090369559518,0.8377474582472838,0.9139920883819851,7,2000
