horizon_days,target,target_col,feature_group,rank,feature,MI_training,selected
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,16,e_mm,0.5198887471850853,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,17,net_radiation_W,0.5196169648580966,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,18,slhf_W,0.507089279613874,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,19,sf_mm_lag3,0.3285925282301081,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,20,sf_mm_lag1,0.3279119219309221,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,21,sf_mm,0.325336868518427,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,22,sf_mm_lag7,0.32435699563392895,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,23,d2m_C,0.2727656524948685,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,24,ssrd_W,0.24268872493450466,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,25,strd_W,0.19891585512167964,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,26,sp_hPa,0.19392462096642227,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,27,ws,0.18322932759969923,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,28,smlt_mm_lag1,0.15235746715789933,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,29,smlt_mm_lag3,0.13682678361514267,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,30,smlt_mm_lag7,0.10519109018183848,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,31,tp_mm,0.09341661992450678,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,32,tp_mm_lag3,0.09132463013945635,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,33,tp_mm_lag1,0.08997032950064199,False
7,snowc,snowc_h7,B_atmosphere_snowfall_memory,34,tp_mm_lag7,0.08114464777662889,False
7,snowc,snowc_h7,C_full_reanalysis_state,1,sde_mm,0.7528676273556849,True
7,snowc,snowc_h7,C_full_reanalysis_state,2,sd_lag0,0.7254273267179272,True
7,snowc,snowc_h7,C_full_reanalysis_state,3,doy_cos,0.7047745059716481,True
7,snowc,snowc_h7,C_full_reanalysis_state,4,snowc_lag0,0.7040570294114987,True
7,snowc,snowc_h7,C_full_reanalysis_state,5,sd_lag1,0.7010331208958975,False
7,snowc,snowc_h7,C_full_reanalysis_state,6,doy_sin,0.6873459685297778,False
7,snowc,snowc_h7,C_full_reanalysis_state,7,t2m_C_lag7,0.6862958524754408,False
7,snowc,snowc_h7,C_full_reanalysis_state,8,rsn,0.6858457109336324,False
7,snowc,snowc_h7,C_full_reanalysis_state,9,snowc_lag1,0.677293605145973,False
7,snowc,snowc_h7,C_full_reanalysis_state,10,t2m_C_lag3,0.6764928472535576,False
7,snowc,snowc_h7,C_full_reanalysis_state,11,t2m_C_lag1,0.664810777665533,False
7,snowc,snowc_h7,C_full_reanalysis_state,12,t2m_C,0.660142896318165,False
7,snowc,snowc_h7,C_full_reanalysis_state,13,snowc_lag3,0.649798979321055,False
7,snowc,snowc_h7,C_full_reanalysis_state,14,sshf_W,0.6490630095737195,False
7,snowc,snowc_h7,C_full_reanalysis_state,15,sd_lag3,0.6472536385611285,False
7,snowc,snowc_h7,C_full_reanalysis_state,16,sd_lag7,0.5712234473041633,False
7,snowc,snowc_h7,C_full_reanalysis_state,17,snowc_lag7,0.5642572628992921,False
7,snowc,snowc_h7,C_full_reanalysis_state,18,ssro_mm,0.5220342089343717,False
7,snowc,snowc_h7,C_full_reanalysis_state,19,e_mm,0.5201942632867134,False
7,snowc,snowc_h7,C_full_reanalysis_state,20,net_radiation_W,0.5196839748436926,False
7,snowc,snowc_h7,C_full_reanalysis_state,21,tsn_C,0.5161328099301965,False
7,snowc,snowc_h7,C_full_reanalysis_state,22,slhf_W,0.5071240907622947,False
7,snowc,snowc_h7,C_full_reanalysis_state,23,ro_mm,0.4302155621061523,False
7,snowc,snowc_h7,C_full_reanalysis_state,24,sro_mm,0.3561743758793865,False
7,snowc,snowc_h7,C_full_reanalysis_state,25,sf_mm_lag3,0.33477782494990826,False
7,snowc,snowc_h7,C_full_reanalysis_state,26,sf_mm,0.3293118586681736,False
7,snowc,snowc_h7,C_full_reanalysis_state,27,sf_mm_lag7,0.3251608028645876,False
7,snowc,snowc_h7,C_full_reanalysis_state,28,sf_mm_lag1,0.32288291706650174,False
7,snowc,snowc_h7,C_full_reanalysis_state,29,d2m_C,0.27326457828196027,False
7,snowc,snowc_h7,C_full_reanalysis_state,30,ssrd_W,0.24258185478711347,False
7,snowc,snowc_h7,C_full_reanalysis_state,31,strd_W,0.1985090997877048,False
7,snowc,snowc_h7,C_full_reanalysis_state,32,sp_hPa,0.19402852431102602,False
7,snowc,snowc_h7,C_full_reanalysis_state,33,ws,0.18312522193078884,False
7,snowc,snowc_h7,C_full_reanalysis_state,34,smlt_mm_lag1,0.15001617098375597,False
7,snowc,snowc_h7,C_full_reanalysis_state,35,smlt_mm_lag3,0.12994303280388397,False
7,snowc,snowc_h7,C_full_reanalysis_state,36,smlt_mm_lag7,0.10755198234128116,False
7,snowc,snowc_h7,C_full_reanalysis_state,37,tp_mm,0.09567701159536135,False
7,snowc,snowc_h7,C_full_reanalysis_state,38,tp_mm_lag1,0.09305134638720247,False
7,snowc,snowc_h7,C_full_reanalysis_state,39,tp_mm_lag3,0.0896595119641832,False
7,snowc,snowc_h7,C_full_reanalysis_state,40,tp_mm_lag7,0.08380024696803634,False
7,sd,sd_h7,A_atmosphere_energy,1,doy_sin,0.7727196215917287,True
7,sd,sd_h7,A_atmosphere_energy,2,doy_cos,0.7708018105121441,True
7,sd,sd_h7,A_atmosphere_energy,3,sshf_W,0.7119628944749952,True
7,sd,sd_h7,A_atmosphere_energy,4,t2m_C,0.6449191195939097,True
7,sd,sd_h7,A_atmosphere_energy,5,e_mm,0.5750019299914202,True
7,sd,sd_h7,A_atmosphere_energy,6,slhf_W,0.5548556455454348,True
7,sd,sd_h7,A_atmosphere_energy,7,net_radiation_W,0.5267688275962206,True
7,sd,sd_h7,A_atmosphere_energy,8,ssrd_W,0.2999782962154667,True
7,sd,sd_h7,A_atmosphere_energy,9,d2m_C,0.2866884035727191,True
7,sd,sd_h7,A_atmosphere_energy,10,sp_hPa,0.20745396565709218,True
7,sd,sd_h7,A_atmosphere_energy,11,strd_W,0.20385805861701023,True
7,sd,sd_h7,A_atmosphere_energy,12,ws,0.17171580981898948,True
7,sd,sd_h7,A_atmosphere_energy,13,tp_mm,0.09122994083458646,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,1,sd_lag0,1.7098163202448227,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,2,sd_lag1,1.654236135356732,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,3,sd_lag3,1.5732174857347774,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,4,sd_lag7,1.4274359865739967,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,5,doy_sin,0.7700435121894929,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,6,snowc_lag0,0.7694067974805643,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,7,doy_cos,0.7680602224228705,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,8,snowc_lag1,0.75652511279231,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,9,snowc_lag3,0.723136678351044,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,10,sshf_W,0.7120395471207814,True
7,sd,sd_h7,B_atmosphere_snowfall_memory,11,t2m_C_lag7,0.6791443318948955,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,12,snowc_lag7,0.671705169534333,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,13,t2m_C_lag3,0.6624969293822289,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,14,t2m_C_lag1,0.6494958772585093,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,15,t2m_C,0.6438703974142044,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,16,e_mm,0.574552293298936,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,17,slhf_W,0.5546535638093095,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,18,net_radiation_W,0.5276881683660513,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,19,ssrd_W,0.2994739764986738,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,20,d2m_C,0.28674225713845747,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,21,sf_mm_lag3,0.282922679400202,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,22,sf_mm_lag7,0.2778080966733638,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,23,sf_mm_lag1,0.2700670062466335,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,24,sf_mm,0.2644200863874797,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,25,sp_hPa,0.2061238920313011,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,26,strd_W,0.2038673255970469,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,27,smlt_mm_lag1,0.18423886941328593,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,28,ws,0.17217809674535633,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,29,smlt_mm_lag3,0.16322701191842004,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,30,smlt_mm_lag7,0.13643851909950833,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,31,tp_mm_lag3,0.09539024851409827,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,32,tp_mm,0.08976856673880906,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,33,tp_mm_lag1,0.08757794822740017,False
7,sd,sd_h7,B_atmosphere_snowfall_memory,34,tp_mm_lag7,0.08530660691342629,False
7,sd,sd_h7,C_full_reanalysis_state,1,sd_lag0,1.7037473247771855,True
7,sd,sd_h7,C_full_reanalysis_state,2,sd_lag1,1.6617560160247464,True
7,sd,sd_h7,C_full_reanalysis_state,3,sd_lag3,1.5751922500317228,True
7,sd,sd_h7,C_full_reanalysis_state,4,sd_lag7,1.4220493770038534,True
7,sd,sd_h7,C_full_reanalysis_state,5,sde_mm,1.3461018588363247,True
7,sd,sd_h7,C_full_reanalysis_state,6,ssro_mm,0.9797412701963015,True
7,sd,sd_h7,C_full_reanalysis_state,7,rsn,0.946644441861352,True
7,sd,sd_h7,C_full_reanalysis_state,8,ro_mm,0.8490229247766159,True
7,sd,sd_h7,C_full_reanalysis_state,9,doy_sin,0.7700402360905194,True
7,sd,sd_h7,C_full_reanalysis_state,10,snowc_lag0,0.7686691711515059,True
7,sd,sd_h7,C_full_reanalysis_state,11,doy_cos,0.7663146244775971,True
7,sd,sd_h7,C_full_reanalysis_state,12,snowc_lag1,0.7523074813746984,True
7,sd,sd_h7,C_full_reanalysis_state,13,snowc_lag3,0.728992723775507,False
7,sd,sd_h7,C_full_reanalysis_state,14,sshf_W,0.7119232118222056,False
7,sd,sd_h7,C_full_reanalysis_state,15,t2m_C_lag7,0.6789183487624957,False
7,sd,sd_h7,C_full_reanalysis_state,16,snowc_lag7,0.6776538720519416,False
7,sd,sd_h7,C_full_reanalysis_state,17,t2m_C_lag3,0.6625876247773093,False
7,sd,sd_h7,C_full_reanalysis_state,18,t2m_C_lag1,0.649582851138188,False
7,sd,sd_h7,C_full_reanalysis_state,19,t2m_C,0.6442356672376448,False
7,sd,sd_h7,C_full_reanalysis_state,20,e_mm,0.5745037702125089,False
7,sd,sd_h7,C_full_reanalysis_state,21,slhf_W,0.5546023031411993,False
7,sd,sd_h7,C_full_reanalysis_state,22,net_radiation_W,0.5272784874631267,False
7,sd,sd_h7,C_full_reanalysis_state,23,tsn_C,0.513658149272497,False
7,sd,sd_h7,C_full_reanalysis_state,24,ssrd_W,0.29911362024734345,False
7,sd,sd_h7,C_full_reanalysis_state,25,sf_mm_lag3,0.2909989723930231,False
7,sd,sd_h7,C_full_reanalysis_state,26,d2m_C,0.2861975882561145,False
7,sd,sd_h7,C_full_reanalysis_state,27,sf_mm_lag7,0.28367897123350083,False
7,sd,sd_h7,C_full_reanalysis_state,28,sf_mm,0.2711821504366041,False
7,sd,sd_h7,C_full_reanalysis_state,29,sf_mm_lag1,0.27040774390351885,False
7,sd,sd_h7,C_full_reanalysis_state,30,sro_mm,0.2610975077768636,False
7,sd,sd_h7,C_full_reanalysis_state,31,sp_hPa,0.20667851449277563,False
7,sd,sd_h7,C_full_reanalysis_state,32,strd_W,0.20417340752096802,False
7,sd,sd_h7,C_full_reanalysis_state,33,smlt_mm_lag1,0.18694146584403626,False
7,sd,sd_h7,C_full_reanalysis_state,34,ws,0.172136470850087,False
7,sd,sd_h7,C_full_reanalysis_state,35,smlt_mm_lag3,0.1585832574813537,False
7,sd,sd_h7,C_full_reanalysis_state,36,smlt_mm_lag7,0.14418670043062498,False
7,sd,sd_h7,C_full_reanalysis_state,37,tp_mm,0.09220370287353674,False
7,sd,sd_h7,C_full_reanalysis_state,38,tp_mm_lag3,0.09218079613099484,False
7,sd,sd_h7,C_full_reanalysis_state,39,tp_mm_lag1,0.08926712863687047,False
7,sd,sd_h7,C_full_reanalysis_state,40,tp_mm_lag7,0.08692638305138178,False
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,1,doy_cos,0.4058925702388052,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,2,doy_sin,0.4051553661820124,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,3,t2m_C,0.31498843788149244,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,4,sshf_W,0.24814198199878312,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,5,net_radiation_W,0.20682913084543486,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,6,e_mm,0.16477855840116895,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,7,slhf_W,0.15601465704117778,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,8,d2m_C,0.07580233807353842,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,9,ssrd_W,0.06315923817824398,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,10,ws,0.04611781287778349,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,11,strd_W,0.04235421394482408,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,12,tp_mm,0.027572443850588435,True
7,smlt_mm,smlt_mm_h7,A_atmosphere_energy,13,sp_hPa,0.01367727827692633,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,1,doy_cos,0.4108171844044559,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,2,doy_sin,0.4089457452327032,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,3,smlt_mm_lag1,0.33737192367288316,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,4,sd_lag0,0.3257802072384104,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,5,t2m_C,0.3150639671470845,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,6,t2m_C_lag1,0.309699609010746,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,7,t2m_C_lag3,0.29935169735486333,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,8,t2m_C_lag7,0.29212845930888776,True
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,9,sd_lag1,0.29024258339055997,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,10,smlt_mm_lag3,0.2852418227569897,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,11,sd_lag3,0.2607090187430474,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,12,sd_lag7,0.2509749710614422,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,13,sshf_W,0.24814647904152665,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,14,snowc_lag0,0.224212333356415,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,15,smlt_mm_lag7,0.2206059579673516,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,16,snowc_lag1,0.20760891640331813,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,17,net_radiation_W,0.20617247451819942,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,18,snowc_lag3,0.1863786037741404,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,19,snowc_lag7,0.16635174918932094,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,20,e_mm,0.165303528690389,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,21,slhf_W,0.15673257431537202,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,22,d2m_C,0.07556396326098103,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,23,ssrd_W,0.06339499522179715,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,24,ws,0.045654704960695014,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,25,strd_W,0.041507969491110686,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,26,tp_mm,0.027828714678442168,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,27,sf_mm_lag7,0.024753592683449455,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,28,sf_mm,0.023676168606638015,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,29,tp_mm_lag1,0.02342683465002615,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,30,tp_mm_lag3,0.022970067660287086,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,31,sf_mm_lag3,0.022760028583634018,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,32,sf_mm_lag1,0.020846272358896023,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,33,tp_mm_lag7,0.014695234754334763,False
7,smlt_mm,smlt_mm_h7,B_atmosphere_snowfall_memory,34,sp_hPa,0.013565183210715759,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,1,rsn,0.42085155963843324,True
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,2,doy_sin,0.4051820983462573,True
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,3,doy_cos,0.4012237657900526,True
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,4,smlt_mm_lag1,0.3423508159792359,True
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,5,sd_lag0,0.3188354954976935,True
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,6,t2m_C,0.3149677921882059,True
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,7,t2m_C_lag1,0.3102383212705693,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,8,sd_lag1,0.29986268299594965,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,9,t2m_C_lag3,0.29938847311252026,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,10,sro_mm,0.2920815521722453,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,11,t2m_C_lag7,0.2917805314805175,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,12,tsn_C,0.29143534068560406,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,13,smlt_mm_lag3,0.29031664247277966,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,14,sd_lag3,0.2629113293469274,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,15,sde_mm,0.2577495482910095,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,16,sshf_W,0.24836903942203392,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,17,sd_lag7,0.2458013191658619,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,18,smlt_mm_lag7,0.22300385439092452,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,19,snowc_lag0,0.2185543178016669,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,20,net_radiation_W,0.2063453909916646,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,21,snowc_lag1,0.200868640071298,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,22,ro_mm,0.19450717427231723,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,23,snowc_lag3,0.19099234472237292,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,24,e_mm,0.1654011183951294,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,25,ssro_mm,0.15823725675709088,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,26,snowc_lag7,0.15818612847246882,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,27,slhf_W,0.1563426436162345,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,28,d2m_C,0.07558200226721112,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,29,ssrd_W,0.06391183779011556,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,30,ws,0.04649941216850806,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,31,strd_W,0.04212583324414432,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,32,tp_mm,0.030096711820480238,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,33,sf_mm,0.025665311710153738,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,34,sf_mm_lag7,0.02546978444901704,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,35,tp_mm_lag1,0.025444613909878733,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,36,sf_mm_lag3,0.025356417089874128,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,37,tp_mm_lag3,0.019639272484317516,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,38,sf_mm_lag1,0.01836446035766759,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,39,tp_mm_lag7,0.01479930829735121,False
7,smlt_mm,smlt_mm_h7,C_full_reanalysis_state,40,sp_hPa,0.01354976524967455,False
15,snowc,snowc_h15,A_atmosphere_energy,1,doy_cos,0.7034069431630234,True
15,snowc,snowc_h15,A_atmosphere_energy,2,doy_sin,0.698067856145876,True
15,snowc,snowc_h15,A_atmosphere_energy,3,t2m_C,0.6846615639382918,True
15,snowc,snowc_h15,A_atmosphere_energy,4,net_radiation_W,0.5775903673331051,True
15,snowc,snowc_h15,A_atmosphere_energy,5,sshf_W,0.5545275864696002,True
15,snowc,snowc_h15,A_atmosphere_energy,6,e_mm,0.48448865389607043,True
15,snowc,snowc_h15,A_atmosphere_energy,7,slhf_W,0.47262705308347286,True
15,snowc,snowc_h15,A_atmosphere_energy,8,d2m_C,0.3064879318353828,True
15,snowc,snowc_h15,A_atmosphere_energy,9,ssrd_W,0.3011969486826942,True
15,snowc,snowc_h15,A_atmosphere_energy,10,strd_W,0.2173278750422618,True
15,snowc,snowc_h15,A_atmosphere_energy,11,ws,0.20843674299519854,True
15,snowc,snowc_h15,A_atmosphere_energy,12,sp_hPa,0.17053650635816098,True
15,snowc,snowc_h15,A_atmosphere_energy,13,tp_mm,0.07719388123486048,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,1,doy_cos,0.7106986078374575,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,2,doy_sin,0.6984316151379124,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,3,t2m_C,0.6843774150209914,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,4,t2m_C_lag1,0.6816759862404869,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,5,t2m_C_lag3,0.6788355002353246,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,6,t2m_C_lag7,0.6578705162211644,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,7,net_radiation_W,0.5777230349438849,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,8,sd_lag0,0.568572089828316,True
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,9,sshf_W,0.5545044916890927,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,10,snowc_lag0,0.5444840351516627,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,11,sd_lag1,0.5391630673220771,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,12,snowc_lag1,0.5261837119384571,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,13,snowc_lag3,0.5099541825514038,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,14,sd_lag3,0.5069969989858247,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,15,e_mm,0.4857028410833202,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,16,slhf_W,0.47362699357013405,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,17,sd_lag7,0.4654655396473073,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,18,snowc_lag7,0.4601066343914644,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,19,sf_mm,0.324106900805166,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,20,sf_mm_lag1,0.32131910637130723,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,21,sf_mm_lag3,0.31491671346481453,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,22,d2m_C,0.3065376763703398,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,23,ssrd_W,0.3019615367709392,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,24,sf_mm_lag7,0.29803229357798067,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,25,strd_W,0.21699991712285893,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,26,ws,0.2074647552300526,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,27,sp_hPa,0.1694154323939685,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,28,smlt_mm_lag1,0.11001734176415834,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,29,smlt_mm_lag3,0.09799581669117163,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,30,smlt_mm_lag7,0.09382293931044661,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,31,tp_mm,0.07720612154829176,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,32,tp_mm_lag1,0.07547567830909063,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,33,tp_mm_lag3,0.0732121845185496,False
15,snowc,snowc_h15,B_atmosphere_snowfall_memory,34,tp_mm_lag7,0.06448439901529834,False
15,snowc,snowc_h15,C_full_reanalysis_state,1,doy_cos,0.7065472489369196,True
15,snowc,snowc_h15,C_full_reanalysis_state,2,doy_sin,0.696755395993697,True
15,snowc,snowc_h15,C_full_reanalysis_state,3,t2m_C,0.6848587483311572,True
15,snowc,snowc_h15,C_full_reanalysis_state,4,t2m_C_lag1,0.6809869036968159,True
15,snowc,snowc_h15,C_full_reanalysis_state,5,t2m_C_lag3,0.6785843321587315,True
15,snowc,snowc_h15,C_full_reanalysis_state,6,t2m_C_lag7,0.6583101502363942,True
15,snowc,snowc_h15,C_full_reanalysis_state,7,rsn,0.6226661692559219,True
15,snowc,snowc_h15,C_full_reanalysis_state,8,net_radiation_W,0.5773934613038421,True
15,snowc,snowc_h15,C_full_reanalysis_state,9,sde_mm,0.5772552426420736,True
15,snowc,snowc_h15,C_full_reanalysis_state,10,sd_lag0,0.5617552479023109,True
