horizon_days,target,cell,algorithm,n_train_cells,n_train,n_test,RMSE,MAE,R2,NSE,KGE
1,sd,59,XGBoost,81,1567350,4018,0.004319932229248962,0.0020536049269139767,0.9990215301513672,0.99902153,0.9972005633094513
1,sd,60,XGBoost,81,1567350,4018,0.0041121149308365156,0.001993310870602727,0.9989055395126343,0.99890554,0.9940379877213924
1,sd,61,XGBoost,81,1567350,4018,0.0037300087381997127,0.0018125890055671334,0.998794674873352,0.9987947,0.9919695566401168
1,sd,62,XGBoost,81,1567350,4018,0.0034277125939756515,0.0016791477100923657,0.9987407326698303,0.99874073,0.9913362800298687
1,sd,63,XGBoost,81,1567350,4018,0.005688496464788632,0.002698980737477541,0.9991048574447632,0.99910486,0.9990700990677321
1,sd,64,XGBoost,81,1567350,4018,0.005705160340067234,0.002697584917768836,0.999082088470459,0.9990821,0.9989308120369829
1,sd,65,XGBoost,81,1567350,4018,0.0053238038245769495,0.002621064195409417,0.9991738200187683,0.9991738,0.9959750633790709
1,sd,66,XGBoost,81,1567350,4018,0.004924626241068195,0.0024531895760446787,0.9992258548736572,0.99922585,0.9980491301944353
1,sd,67,XGBoost,81,1567350,4018,0.004668914990991391,0.0023040103260427713,0.9991325736045837,0.9991326,0.9973618413254338
1,sd,68,XGBoost,81,1567350,4018,0.004199546190250918,0.0020476735662668943,0.9990874528884888,0.99908745,0.9976522438157226
1,sd,69,XGBoost,81,1567350,4018,0.004080068171340307,0.0020217038691043854,0.9989548921585083,0.9989549,0.9962877880435915
1,sd,70,XGBoost,81,1567350,4018,0.00383871315034439,0.0019111770670861006,0.9988750219345093,0.998875,0.9942625844115383
1,sd,71,XGBoost,81,1567350,4018,0.003685699666507702,0.001812841510400176,0.9987813234329224,0.9987813,0.9925742524766353
1,sd,72,XGBoost,81,1567350,4018,0.003515458656678856,0.0017335121519863605,0.9988735318183899,0.99887353,0.9941578720004124
1,sd,73,XGBoost,81,1567350,4018,0.003201044033567068,0.0015983518678694963,0.9988551139831543,0.9988551,0.9935952491688543
1,sd,74,XGBoost,81,1567350,4018,0.0029873868892019966,0.0014833069872111082,0.9982845187187195,0.9982845,0.9900687939087496
1,sd,75,XGBoost,81,1567350,4018,0.0034536278793514397,0.0017031305469572544,0.998672604560852,0.9986726,0.9945647196323829
1,sd,76,XGBoost,81,1567350,4018,0.003340426820536963,0.0016636863583698869,0.9983891844749451,0.9983892,0.9901438711909668
1,sd,77,XGBoost,81,1567350,4018,0.0032737393222995563,0.0015768700977787375,0.9985123872756958,0.9985124,0.9936960204765116
1,sd,78,XGBoost,81,1567350,4018,0.0030733727369775974,0.0015159709146246314,0.998643159866333,0.99864316,0.9932701659998062
1,sd,79,XGBoost,81,1567350,4018,0.002936074687810425,0.0014797447947785258,0.9982333779335022,0.9982334,0.9931042638150005
1,sd,80,XGBoost,81,1567350,4018,0.002961377121986706,0.0014005699194967747,0.9982884526252747,0.99828845,0.9939251160677892
1,sd,81,XGBoost,81,1567350,4018,0.002785990213867933,0.001321729738265276,0.9981653690338135,0.99816537,0.9919737839866399
1,smlt_mm,0,XGBoost,81,1567350,4018,0.5693258608520121,0.2230096310377121,0.8335248231887817,0.8335248,0.8278802783485664
1,smlt_mm,1,XGBoost,81,1567350,4018,0.8141061972460594,0.3216209411621094,0.8814353346824646,0.88143533,0.8988840441506787
1,smlt_mm,2,XGBoost,81,1567350,4018,0.7755155294598624,0.320631742477417,0.8734580874443054,0.8734581,0.9308808134535972
1,smlt_mm,3,XGBoost,81,1567350,4018,0.7622743194418903,0.32010728120803833,0.8828495144844055,0.8828495,0.9328118984663675
1,smlt_mm,4,XGBoost,81,1567350,4018,0.814073213298102,0.3396587669849396,0.895735502243042,0.8957355,0.936744868283727
1,smlt_mm,5,XGBoost,81,1567350,4018,0.9767687770424133,0.36324071884155273,0.8956184983253479,0.8956185,0.8565810562028023
1,smlt_mm,6,XGBoost,81,1567350,4018,1.1231187349631906,0.42722827196121216,0.909980058670044,0.90998006,0.8624433042239709
1,smlt_mm,7,XGBoost,81,1567350,4018,1.1017497559597575,0.4317808151245117,0.9155547022819519,0.9155547,0.9162617624169724
1,smlt_mm,8,XGBoost,81,1567350,4018,1.0329842867510133,0.39967551827430725,0.9305698871612549,0.9305699,0.9034080057362619
1,smlt_mm,9,XGBoost,81,1567350,4018,1.0014578801828535,0.3815231919288635,0.9365227818489075,0.9365228,0.9045589584744326
1,smlt_mm,10,XGBoost,81,1567350,4018,1.0250644710082926,0.3714721202850342,0.9363973140716553,0.9363973,0.9167488161942777
1,smlt_mm,11,XGBoost,81,1567350,4018,1.0903011442354607,0.40344178676605225,0.9154497385025024,0.91544974,0.91797113309705
1,smlt_mm,12,XGBoost,81,1567350,4018,1.1206302016776313,0.41464248299598694,0.9126930236816406,0.912693,0.9410760404687102
1,smlt_mm,13,XGBoost,81,1567350,4018,1.146027092012589,0.4168230891227722,0.9109899401664734,0.91098994,0.9383477088841488
1,smlt_mm,14,XGBoost,81,1567350,4018,1.2273482217591893,0.43561992049217224,0.9009295105934143,0.9009295,0.8185244728936618
1,smlt_mm,15,XGBoost,81,1567350,4018,1.2766559860755489,0.444598525762558,0.9049862623214722,0.90498626,0.7803865563844363
1,smlt_mm,16,XGBoost,81,1567350,4018,1.0948898915012955,0.41695845127105713,0.9142194986343384,0.9142195,0.929199032097236
1,smlt_mm,17,XGBoost,81,1567350,4018,1.191788208816513,0.44946303963661194,0.90944504737854,0.90944505,0.9352271611240845
1,smlt_mm,18,XGBoost,81,1567350,4018,1.1124272869221452,0.4154619872570038,0.9199106097221375,0.9199106,0.9278754431506773
1,smlt_mm,19,XGBoost,81,1567350,4018,1.1585367632462997,0.4217442274093628,0.9202128052711487,0.9202128,0.821991784723782
1,smlt_mm,20,XGBoost,81,1567350,4018,1.282980378441685,0.45513615012168884,0.9165002703666687,0.9165003,0.78576301908641
1,smlt_mm,21,XGBoost,81,1567350,4018,1.163422478992057,0.4321940541267395,0.9300171136856079,0.9300171,0.8845467999134201
