horizon_days,target,algorithm,settings,is_published,valid_RMSE,test_R2,test_RMSE
15,sd,Extra Trees,"n_estimators=100, max_depth=12, min_samples_leaf=5",False,0.0393027730894983,0.9641535815188723,0.03863192658208647
15,sd,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=1",False,0.0401852381245812,0.9628141704594406,0.03934705377408628
15,sd,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=2",False,0.039797809513126885,0.9634036358743161,0.03903394553436901
15,sd,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=5",False,0.03956589741619622,0.963697528943134,0.038876895362663456
15,sd,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=1",False,0.04012469722885509,0.9618167152744646,0.03987127509345989
15,sd,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=2",False,0.04005050645113462,0.9619422040542852,0.03980570300656504
15,sd,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=5",False,0.04007380948875001,0.961436647160245,0.040069218742790576
15,sd,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=1",False,0.039369001603731794,0.9638853810015741,0.0387761780167518
15,sd,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=2",False,0.03936147316298047,0.9637633713982101,0.03884162349435727
15,sd,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=5",False,0.03931072584705346,0.9645298458636223,0.038428640414075815
15,sd,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=1",False,0.04002112058751243,0.962694710971138,0.03941020430786987
15,sd,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=2",False,0.039870958531269936,0.9634209231603906,0.03902472507344372
15,sd,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=5",False,0.03963504643710524,0.9639443626135434,0.038744500871662584
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=8, min_samples_leaf=1",False,2.256826819645714,0.7981891483404757,2.273636837165489
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=8, min_samples_leaf=2",False,2.258234960935328,0.794323184226424,2.295310849278044
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=8, min_samples_leaf=5",False,2.252265300941721,0.7973549609530389,2.278331042787082
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=12, min_samples_leaf=1",False,2.2457686772237633,0.7874022217321677,2.3336095868416784
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=12, min_samples_leaf=2",False,2.2608942619151473,0.7911311251783606,2.3130536336490275
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=12, min_samples_leaf=5",False,2.26534115397381,0.7939821262094444,2.2972131295716665
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=18, min_samples_leaf=1",False,2.293838823813026,0.7778709925420566,2.385346516782844
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=18, min_samples_leaf=2",False,2.2784751608726963,0.7834169197667519,2.355380647309187
15,smlt_mm,Extra Trees,"n_estimators=60, max_depth=18, min_samples_leaf=5",False,2.282749427331922,0.7895228952867366,2.321941479797167
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=8, min_samples_leaf=1",False,2.2625471169174127,0.7987388417896213,2.2705382538112224
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=8, min_samples_leaf=2",False,2.2578769443986686,0.7957486687866772,2.2873429626492574
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=8, min_samples_leaf=5",False,2.2540889515252673,0.7985666004984301,2.271509620584546
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=12, min_samples_leaf=1",False,2.2604142997464596,0.7906715611169742,2.3155968853674733
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=12, min_samples_leaf=2",True,2.257115282651166,0.7927945208692131,2.3038248427182992
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=12, min_samples_leaf=5",False,2.2632258725421113,0.7974196058456009,2.277967613674706
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=1",False,2.293518157812721,0.7819623538671558,2.3632767472199805
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=2",False,2.2796363165138387,0.7847087054658367,2.3483459392059354
15,smlt_mm,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=5",False,2.2758865180655294,0.7914812502269661,2.3111141448410017
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=1",False,2.2587230426333096,0.7986518048009156,2.2710291569071193
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=2",False,2.2592026955744764,0.7968555274962307,2.2811368714484304
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=5",False,2.2508459341833915,0.797241414659604,2.2789692518897517
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=1",False,2.2653461660994236,0.7911427362568131,2.312989341110261
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=2",False,2.261121388369781,0.7916184363981214,2.310353769416593
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=5",False,2.2646002030366614,0.7960588949791522,2.2856052424112465
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=1",False,2.2846806412476894,0.7826034012125708,2.3598000827867827
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=2",False,2.2759312773044873,0.7846974654155365,2.348407240295761
15,smlt_mm,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=5",False,2.267999281765841,0.7904907971497419,2.3165964775779533
30,snowc,Extra Trees,"n_estimators=60, max_depth=8, min_samples_leaf=1",False,16.236143968642914,0.9256656903037972,13.320143800521977
30,snowc,Extra Trees,"n_estimators=60, max_depth=8, min_samples_leaf=2",False,16.177121726750848,0.9248670500885592,13.39150776168945
30,snowc,Extra Trees,"n_estimators=60, max_depth=8, min_samples_leaf=5",False,16.204277290885038,0.9258973343632472,13.299373178128457
30,snowc,Extra Trees,"n_estimators=60, max_depth=12, min_samples_leaf=1",False,16.01377266602017,0.9318089739848865,12.757861100210162
30,snowc,Extra Trees,"n_estimators=60, max_depth=12, min_samples_leaf=2",False,16.032237357835175,0.9316251074873925,12.775049315934584
30,snowc,Extra Trees,"n_estimators=60, max_depth=12, min_samples_leaf=5",False,16.09976065440915,0.9302853582628997,12.899600396954336
30,snowc,Extra Trees,"n_estimators=60, max_depth=18, min_samples_leaf=1",False,16.417521789399252,0.9282818427616717,13.083646994305361
30,snowc,Extra Trees,"n_estimators=60, max_depth=18, min_samples_leaf=2",False,16.314448644787614,0.9291991056006732,12.99970895016672
30,snowc,Extra Trees,"n_estimators=60, max_depth=18, min_samples_leaf=5",False,16.185017149595037,0.9306053954003635,12.869957412591038
30,snowc,Extra Trees,"n_estimators=100, max_depth=8, min_samples_leaf=1",False,16.172997669336144,0.9262946894634939,13.263668139438135
30,snowc,Extra Trees,"n_estimators=100, max_depth=8, min_samples_leaf=2",False,16.18873873563606,0.925552271036445,13.330301862906808
30,snowc,Extra Trees,"n_estimators=100, max_depth=8, min_samples_leaf=5",False,16.173945003564317,0.9267116627849651,13.22609662669368
30,snowc,Extra Trees,"n_estimators=100, max_depth=12, min_samples_leaf=1",False,16.03413470329553,0.9309574439588005,12.83727035419335
30,snowc,Extra Trees,"n_estimators=100, max_depth=12, min_samples_leaf=2",True,16.040992636035114,0.9316539470910121,12.772354860392754
30,snowc,Extra Trees,"n_estimators=100, max_depth=12, min_samples_leaf=5",False,16.09656815876734,0.93036782776336,12.891968295753834
30,snowc,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=1",False,16.339287023762342,0.9286710176995125,13.04809983202671
30,snowc,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=2",False,16.295694808388077,0.930794983678272,12.852364820977728
30,snowc,Extra Trees,"n_estimators=100, max_depth=18, min_samples_leaf=5",False,16.118834315060862,0.9301732088558309,12.909971971351478
30,snowc,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=1",False,16.22778935481057,0.9270034826364606,13.199738494899496
30,snowc,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=2",False,16.21257163378285,0.9254382548772144,13.340505588182959
30,snowc,Extra Trees,"n_estimators=200, max_depth=8, min_samples_leaf=5",False,16.214039294916716,0.9262432165175836,13.268298748230135
30,snowc,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=1",False,16.075398160201843,0.9308801159689456,12.84445724422538
30,snowc,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=2",False,16.06535662983029,0.9316765020231103,12.770247179293328
30,snowc,Extra Trees,"n_estimators=200, max_depth=12, min_samples_leaf=5",False,16.03600794794419,0.9312593035034494,12.809176830430934
30,snowc,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=1",False,16.300733286262968,0.9286640478081166,13.048737312152523
30,snowc,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=2",False,16.304160565998544,0.9310899151121941,12.824949080139113
30,snowc,Extra Trees,"n_estimators=200, max_depth=18, min_samples_leaf=5",False,16.116012645460753,0.9307943427105275,12.852424339294844
30,sd,XGBoost,"n_estimators=120, max_depth=3, learning_rate=0.03",False,0.061977539722284945,0.900385221526963,0.06439992602703473
30,sd,XGBoost,"n_estimators=120, max_depth=3, learning_rate=0.06",False,0.05971930056885107,0.9084248839277774,0.06174648227226729
30,sd,XGBoost,"n_estimators=120, max_depth=3, learning_rate=0.12",False,0.0591523973216072,0.9096983520146482,0.061315647644284293
30,sd,XGBoost,"n_estimators=120, max_depth=4, learning_rate=0.03",False,0.059088935956451656,0.9070016849759864,0.062224443572716344
30,sd,XGBoost,"n_estimators=120, max_depth=4, learning_rate=0.06",False,0.058914354372030485,0.9070068564777622,0.062222713443014006
30,sd,XGBoost,"n_estimators=120, max_depth=4, learning_rate=0.12",False,0.06065819578052753,0.9050792293348587,0.06286430369984457
30,sd,XGBoost,"n_estimators=120, max_depth=6, learning_rate=0.03",False,0.059324707233765595,0.9066181570025462,0.06235261933874699
30,sd,XGBoost,"n_estimators=120, max_depth=6, learning_rate=0.06",False,0.060356241541664045,0.9039079984143044,0.0632509571149335
30,sd,XGBoost,"n_estimators=120, max_depth=6, learning_rate=0.12",False,0.06134538332742647,0.9012359243998074,0.06412435110511373
30,sd,XGBoost,"n_estimators=180, max_depth=3, learning_rate=0.03",False,0.060382305227026985,0.9072868800365266,0.06212895942224501
30,sd,XGBoost,"n_estimators=180, max_depth=3, learning_rate=0.06",False,0.059209497582561374,0.909872554151198,0.061256476668974616
30,sd,XGBoost,"n_estimators=180, max_depth=3, learning_rate=0.12",False,0.05924477098491757,0.9091426888702445,0.061504008510302986
30,sd,XGBoost,"n_estimators=180, max_depth=4, learning_rate=0.03",False,0.05919670352358821,0.9081159307921955,0.061850553700546665
30,sd,XGBoost,"n_estimators=180, max_depth=4, learning_rate=0.06",True,0.058995514895397165,0.9063244428479672,0.06245060128171712
30,sd,XGBoost,"n_estimators=180, max_depth=4, learning_rate=0.12",False,0.06124044607701296,0.9043183285154733,0.063115766165976
30,sd,XGBoost,"n_estimators=180, max_depth=6, learning_rate=0.03",False,0.059795165908428025,0.9061563123947782,0.06250661984788417
30,sd,XGBoost,"n_estimators=180, max_depth=6, learning_rate=0.06",False,0.060517935520123044,0.9029456259245754,0.06356690085137368
30,sd,XGBoost,"n_estimators=180, max_depth=6, learning_rate=0.12",False,0.06230921180044466,0.9005263807405216,0.06435428086368451
30,sd,XGBoost,"n_estimators=300, max_depth=3, learning_rate=0.03",False,0.05907112518030348,0.9106059375565595,0.061006740051918175
30,sd,XGBoost,"n_estimators=300, max_depth=3, learning_rate=0.06",False,0.059143417024722734,0.9094468373793498,0.061400978640803856
30,sd,XGBoost,"n_estimators=300, max_depth=3, learning_rate=0.12",False,0.06000901311596246,0.9077854144840136,0.061961695198158
30,sd,XGBoost,"n_estimators=300, max_depth=4, learning_rate=0.03",False,0.059255202678630194,0.9081224367166111,0.061848363973023
30,sd,XGBoost,"n_estimators=300, max_depth=4, learning_rate=0.06",False,0.05948053276545568,0.9051179013761923,0.06285149649969458
30,sd,XGBoost,"n_estimators=300, max_depth=4, learning_rate=0.12",False,0.0618561819520479,0.9022271172810454,0.06380176480179213
30,sd,XGBoost,"n_estimators=300, max_depth=6, learning_rate=0.03",False,0.060172620373860564,0.9047076272022626,0.06298723617543263
30,sd,XGBoost,"n_estimators=300, max_depth=6, learning_rate=0.06",False,0.061424547599210115,0.901336416555278,0.06409171963338536
30,sd,XGBoost,"n_estimators=300, max_depth=6, learning_rate=0.12",False,0.06294663288114112,0.8990295846467897,0.06483664785858928
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=3, learning_rate=0.03",False,2.6672028754214265,0.7013032913471773,2.7660756783655356
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=3, learning_rate=0.06",False,2.6292173385298847,0.7147938863335006,2.7028892739526507
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=3, learning_rate=0.12",False,2.6250354826147997,0.724844520801581,2.6548373694177743
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=4, learning_rate=0.03",False,2.616999396058752,0.7110297302118174,2.7206672018263616
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=4, learning_rate=0.06",False,2.588515983762947,0.7267203241134965,2.6457725505145633
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=4, learning_rate=0.12",False,2.620980686282559,0.7293147330176407,2.6331836428840685
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=6, learning_rate=0.03",False,2.5718350068915554,0.7139659469860111,2.7068096083199946
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=6, learning_rate=0.06",False,2.6316582549943384,0.7158327446297217,2.697962169609966
30,smlt_mm,XGBoost,"n_estimators=120, max_depth=6, learning_rate=0.12",False,2.7410186850977922,0.7091624137131969,2.729443478204062
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=3, learning_rate=0.03",False,2.634193980026813,0.705526573624964,2.7464512477455205
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=3, learning_rate=0.06",False,2.6217225141880043,0.7212899350121007,2.6719305508980242
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=3, learning_rate=0.12",False,2.6160010290316285,0.7286780828534222,2.6362784404772794
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=4, learning_rate=0.03",False,2.5905590389905098,0.7183995854023535,2.6857493814254547
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=4, learning_rate=0.06",True,2.5844786385569645,0.7305560575756165,2.627139000057905
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=4, learning_rate=0.12",False,2.650360536257079,0.726207769608421,2.6482525508399406
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=6, learning_rate=0.03",False,2.5917904942696564,0.7135115036213859,2.7089590088131943
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=6, learning_rate=0.06",False,2.6784984924347794,0.7121314984419538,2.7154756515610305
30,smlt_mm,XGBoost,"n_estimators=180, max_depth=6, learning_rate=0.12",False,2.822127681511237,0.701395421870221,2.765649058912599
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=3, learning_rate=0.03",False,2.6172971186614724,0.714181421445951,2.7057898727036327
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=3, learning_rate=0.06",False,2.637509879403026,0.7261571517964394,2.648497339661113
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=3, learning_rate=0.12",False,2.6176370051795432,0.7283597820799631,2.6378243596458493
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=4, learning_rate=0.03",False,2.5949446635945774,0.724215679095332,2.657869327384416
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=4, learning_rate=0.06",False,2.6214752310452796,0.7314580602382044,2.6227379493321177
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=4, learning_rate=0.12",False,2.7276176880254828,0.7224468124028385,2.6663794231154685
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=6, learning_rate=0.03",False,2.642724244737808,0.7109313127573716,2.721130464614541
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=6, learning_rate=0.06",False,2.774936369149346,0.7028503865769884,2.7589029543114383
30,smlt_mm,XGBoost,"n_estimators=300, max_depth=6, learning_rate=0.12",False,2.939363579014991,0.6910767691710341,2.8130284438139794
