time;t2m_C;d2m_C;tsn_C;sp_hPa;ws;wd;snowc;sd;rsn;sde_mm;tp_mm;e_mm;sro_mm;ro_mm;ssro_mm;smlt_mm;sf_mm;ssr_W;ssrd_W;str_W;strd_W;slhf_W;sshf_W
1974-10-14;6.4153137;-6.262909;0.009906769;756.4886;1.0566028;98.90876;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.009551644;-1.0878016;0.00047683716;0.24569035;0.24522841;0.0;0.0;3988.4429;4691.0776;-2339.265;5747.8906;-755.6594;-878.8778
1974-10-15;6.0664573;-4.396128;0.01003774;757.6316;0.97896886;97.082436;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.12620091;-1.0135826;0.0061690807;0.2490282;0.24285913;0.0;0.0;3810.7239;4478.108;-2250.3772;5894.9424;-704.10223;-899.31665
1974-10-16;6.3980613;-2.7581482;0.009927114;756.7466;1.2193052;29.204376;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.23945868;-0.96835756;0.011771917;0.25230646;0.24053454;0.0;0.0;3924.1216;4609.9355;-2310.2766;5867.2554;-672.68665;-962.0922
1974-10-17;6.2180686;-3.772115;0.009883881;756.57404;1.5671443;27.476273;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0012874597;-0.9088702;7.4505806e-05;0.23829937;0.23823231;0.0;0.0;4148.254;4871.6543;-2565.4517;5515.8154;-631.36224;-1098.51
1974-10-18;6.5267844;-8.79073;0.009955089;756.20245;1.0571554;37.33194;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0;-0.88023394;0.0;0.23597479;0.23595989;0.0;0.0;4220.9136;4955.4434;-2769.175;5271.4707;-611.4689;-886.69
1974-10-19;7.4084983;-8.555115;0.0099436445;756.30316;1.0143547;180.23785;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0004351138;-0.7927325;2.9802322e-05;0.23373961;0.23372471;0.0;0.0;4063.5862;4769.2534;-2541.1584;5586.6846;-550.68555;-858.49445
1974-10-20;7.9884644;-6.0636497;0.01012675;755.6196;1.042024;155.70114;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0012814989;-0.71161985;5.9604645e-05;0.23157895;0.23151934;0.0;0.0;4048.2212;4749.7256;-2571.672;5624.6655;-494.3389;-920.66113
1974-10-21;7.863363;-6.162903;0.010108948;756.88654;1.0293775;156.24257;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0025749204;-0.6338721;0.00011920929;0.22947788;0.22934377;0.0;0.0;4019.2466;4714.2646;-2617.7473;5547.012;-440.33;-917.45667
1974-10-22;8.260793;-5.375183;0.01007843;758.86456;1.1140035;121.391365;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.00043767836;-0.5899984;1.4901161e-05;0.2272129;0.2272129;0.0;0.0;3927.8293;4605.5967;-2441.7473;5827.032;-409.85223;-921.13556
1974-10-23;8.604695;-5.442373;0.0099983215;759.2837;1.0788571;56.323345;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0017106531;-0.5809199;8.940697e-05;0.22517145;0.22509694;0.0;0.0;3910.9111;4584.3223;-2554.6238;5809.7944;-403.54556;-855.14777
1974-10-24;9.143788;-9.618337;0.009929657;756.67633;1.0530239;155.15155;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0008517229;-0.52924085;4.4703484e-05;0.22304058;0.22299588;0.0;0.0;3924.7896;4599.156;-2715.0557;5568.67;-367.64667;-861.16113
1974-10-25;7.6491394;-9.762919;0.009950002;754.3698;1.0990324;170.16452;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0;-0.4219031;0.0;0.22095442;0.22096187;0.0;0.0;3889.8577;4556.7944;-2646.6812;5446.6177;-293.0822;-1034.4944
1974-10-26;6.2315164;-7.021006;0.009976705;752.972;1.1275135;247.38191;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.0004231929;-0.3404552;1.4901161e-05;0.21900237;0.21897256;0.0;0.0;3732.9912;4371.711;-2361.044;5636.573;-236.50278;-1156.3389
1974-10-27;5.676168;-6.347239;0.010056813;751.7744;1.3482662;226.41583;0.0;-7.3453654e-25;99.99998;-7.345365e-21;0.21448913;-0.29543135;0.010579824;0.22763014;0.21705776;0.0;0.0;3301.9604;3865.7234;-2069.2266;5879.539;-205.22667;-1074.3855
1974-10-28;4.0743713;-4.4996543;-0.043871563;751.05426;1.3214833;213.02791;0.013509114;2.3841858e-06;102.71808;-7.345365e-21;2.9132247;-0.51792526;0.16573071;0.38093328;0.21517277;4.0978193e-05;0.007890165;3495.2473;4090.8044;-1720.7378;6228.0493;-359.78555;-1343.8044
1974-10-29;4.0910745;0.7180684;-0.2869072;753.7007;0.850019;219.56017;0.045084637;6.7949295e-06;109.34373;-7.345365e-21;1.8797874;-0.7157056;0.105232;0.31860173;0.21339953;0.002682209;0.0;1907.0316;2232.0278;-1134.8561;6642.69;-497.17334;-505.7811
1974-10-30;6.851786;-2.376231;-0.77596027;754.78485;0.9980125;198.14525;0.028483072;4.0133796e-06;109.34373;-7.345365e-21;0.24825631;-0.80335885;0.012353063;0.22396445;0.21161139;0.002419576;0.0;3334.2466;3900.449;-2077.6138;5933.533;-558.0689;-812.42444
1974-10-31;6.849009;-4.7217307;-1.1133093;755.5457;0.8921099;205.9696;0.016845703;2.304713e-06;109.34373;-7.345365e-21;0.0004351138;-0.71501917;0.00010430813;0.20991266;0.20979345;0.0013168901;0.0;3472.465;4060.5723;-2340.7795;5558.567;-496.7011;-758.6522
1974-11-01;6.376587;-7.132273;-1.1127497;755.9222;0.9372277;176.25493;0.0100911455;1.3510386e-06;109.34373;-7.345365e-21;0.0008553266;-0.6756503;8.940697e-05;0.20809472;0.20799786;0.0007599592;0.0;3408.9177;3984.88;-2306.6777;5539.3936;-469.35333;-535.96
1974-11-02;6.332784;-3.9612324;-0.8997345;753.12616;1.1400038;245.9771;0.005452474;9.536743e-07;109.34373;-7.345365e-21;0.0012943683;-0.58982056;8.940697e-05;0.20635128;0.20623207;0.0005736947;0.0;3272.3188;3823.7888;-2076.4656;5842.7144;-409.72833;-833.8811
1974-11-03;4.013611;-2.0104778;-0.7564926;751.3164;1.5392011;209.39146;0.002766927;3.5762787e-07;109.34373;-7.345365e-21;0.44503212;-0.4886752;0.021219254;0.22575259;0.20453334;0.0002644956;0.0;3091.9116;3612.071;-1866.8994;5868.947;-339.46555;-902.9011
1974-11-04;0.2950541;-2.0212605;-2.7173703;752.99164;1.1745943;220.03938;2.1414387;0.00032468638;135.33656;2.400716;1.6144395;-0.44006017;0.052809715;0.25573373;0.20291656;0.057190657;0.58591366;1591.5972;1895.1589;-991.135;6473.1953;-305.95334;-615.32446
1974-11-05;0.7039795;-7.8919067;-7.505056;755.7884;0.79745;151.84773;3.2185059;0.00047870478;150.07811;3.3365886;0.0040382147;-0.58187824;0.0060796738;0.20737946;0.20129979;0.09056553;0.004030764;3329.4495;3975.2756;-2229.4028;5253.53;-404.4289;-1044.5555
1974-11-06;1.2046713;-11.394196;-9.577218;755.7548;0.85440534;82.863525;2.651123;0.00039501986;150.2246;2.9296875;0.0;-0.44436753;0.005349517;0.20501018;0.19966811;0.078715384;0.0;3244.8372;3856.2356;-2346.6277;5020.0234;-308.8589;-643.26886
1974-11-07;0.49578857;-9.033284;-9.210193;754.5833;1.0101613;42.713314;2.1244304;0.00031602383;150.24281;2.3600261;0.0769496;-0.39434993;0.009089708;0.20715594;0.19806623;0.077005476;0.0;3209.334;3798.2544;-2261.963;5083.817;-274.04388;-709.1567
1974-11-08;1.5316162;-8.394084;-9.34743;754.02734;0.887583;146.5486;1.6508789;0.00024513403;150.26007;1.953125;0.00086426723;-0.35706627;0.004544854;0.20104647;0.19650161;0.06521493;0.0;3360.6768;3962.0266;-2325.004;5026.137;-248.11111;-635.6067
1974-11-09;2.8897603;-8.625529;-8.437168;753.54144;0.8456971;272.57544;1.229899;0.00018231075;150.27667;1.3834635;0.001283528;-0.40530974;0.0042021275;0.19915402;0.19495189;0.060085207;0.0;3297.88;3875.4111;-2234.4673;5220.662;-281.67166;-639.9522
1974-11-10;2.8423054;-5.8108315;-7.9362235;753.58734;1.0454458;245.09175;0.8590495;0.00012699763;150.2871;0.9765625;0.00044107434;-0.31100866;0.0035315752;0.19696355;0.19343197;0.05082041;0.0;3053.6155;3578.3755;-2044.5222;5390.151;-216.10222;-643.18445
1974-11-11;3.196696;-6.818705;-8.548453;754.5899;0.8078058;245.4586;0.5769043;8.519491e-05;150.28905;0.9765625;0.0012954124;-0.34411344;0.0025182962;0.19446015;0.1919344;0.035457313;0.0;3107.5671;3633.77;-2162.5823;5271.6177;-239.08667;-600.19556
1974-11-12;4.2449136;-9.022919;-8.3581705;755.9555;0.7640796;75.90997;0.37272134;5.4915745e-05;150.29457;0.36621094;0.0021357874;-0.38288254;0.0019818544;0.1924187;0.19043684;0.027060509;0.0;3201.8394;3737.9956;-2247.9028;5265.3257;-265.99335;-464.15887
1974-11-13;4.2855124;-10.069163;-7.762094;755.34393;1.0684255;137.38509;0.22884114;3.393491e-05;150.29686;-7.345365e-21;0.0012844794;-0.3754329;0.0012367964;0.19018352;0.18895417;0.016834587;0.0;3067.6938;3577.1868;-2086.0967;5417.782;-260.83777;-574.3289
1974-11-14;2.7229512;-8.981069;-8.858932;753.2935;0.85594755;173.59319;0.14168294;2.1060308e-05;150.29686;-7.345365e-21;0.0017106531;-0.31488204;0.0007748604;0.18827617;0.18750131;0.009991229;0.0;3164.3806;3686.7957;-2248.315;5160.9004;-218.7561;-675.4133
1974-11-15;0.73585004;-8.758769;-9.283134;752.8523;0.80342674;94.61487;0.09057617;1.3550122e-05;150.30238;-7.345365e-21;0.0017195934;-0.25032368;0.0004917383;0.18656254;0.1860708;0.005753711;0.0;3029.2761;3527.3132;-2206.23;5081.76;-173.90111;-634.24664
1974-11-16;-0.15361531;-8.419576;-9.555583;754.7756;1.0153533;57.085766;0.060628254;9.020169e-06;150.32127;-7.345365e-21;0.0009953976;-0.16564038;0.00031292439;0.18501282;0.1846999;0.003715977;0.00013411045;3033.6943;3531.2822;-2182.9973;5029.823;-115.07333;-634.14
1974-11-17;0.6740926;-5.1716614;-7.2765465;756.5127;1.0943865;63.67137;0.03938802;5.841255e-06;150.42186;-7.345365e-21;0.30846298;-0.16358681;0.015377998;0.19873679;0.18336624;0.0027529895;0.0;2606.3083;3033.4434;-1689.9116;5610.54;-113.64111;-473.51666
1974-11-18;-0.16022746;-3.786316;-3.9373577;756.33185;0.64470863;139.82921;14.05428;0.0018948317;131.7425;14.282227;6.7603974;-0.45654458;0.26102364;0.44308603;0.18206984;0.78594685;3.1230748;1330.0033;1744.1;-723.31055;6482.6313;-317.945;-178.82333
1974-11-19;-0.4770101;-2.5251873;-4.355989;753.9462;0.6573716;79.06519;15.760173;0.0023105938;147.78351;15.66569;3.197509;-0.48931968;0.19527972;0.3760755;0.18080324;0.6198827;0.3576316;1488.9323;1887.4388;-995.01556;6204.2163;-340.02832;-243.16888
1974-11-20;-1.8331808;-3.4128113;-4.353293;752.2548;0.8123853;190.80193;24.132486;0.003731529;150.39061;24.576822;4.6430626;-0.5174875;0.13040006;0.30994415;0.17954409;0.52444637;2.9617772;1770.7655;2285.7944;-948.81946;6173.8677;-360.9211;-380.70557
1974-11-21;-2.0772297;-6.73644;-7.9652786;754.614;0.9140518;85.23786;28.524088;0.004269719;151.15102;28.116861;0.003302197;-0.53899086;0.06711483;0.24540722;0.17828494;0.91671383;0.0015720725;2373.26;3293.5278;-1766.485;5204.011;-377.68112;-511.10443
1974-11-22;-0.81655884;-8.3593445;-11.299408;755.30524;0.876389;190.09277;22.569336;0.0033799808;151.37206;21.972656;0.000884527;-0.31534863;0.0616014;0.2386123;0.17703325;0.8212179;0.0;2646.9834;3516.2112;-2188.1277;4671.9927;-220.48445;-337.91556
1974-11-23;-2.5718079;-5.535929;-4.0426445;748.72925;0.5943719;163.1856;52.7758;0.007984519;138.55109;57.86133;13.116526;-0.0897143;0.01861155;0.19441545;0.17581135;0.08900836;12.5725565;656.7222;913.5233;-427.77777;6567.6343;-66.53111;-173.76334
1974-11-24;-2.6230266;-3.4035747;-1.5173187;747.2839;0.7520707;228.23671;100.0;0.01733009;145.0371;119.05924;3.622509;-0.185729;0.00461936;0.17924607;0.17463416;0.05617179;3.3241062;497.79;1676.0634;-195.98445;6880.0654;-146.23222;-210.71556
1974-11-25;-3.9331157;-4.4184165;-2.3296764;746.5869;0.72520876;193.5663;100.0;0.029277325;145.77342;198.81184;24.578203;-0.14737341;0.0026226044;0.17610192;0.17346442;0.0;24.089645;280.59113;961.73334;-165.17111;6794.151;-115.30444;-165.44
1974-11-26;-8.163007;-9.451609;-7.6202416;746.8339;1.1907835;139.18764;100.0;0.045844954;149.03123;307.69858;2.0783691;-0.072350726;0.0;0.17230213;0.17230213;0.0;2.0651221;663.8239;2755.6956;-868.2978;5534.979;-54.92;-139.82
1974-11-27;-10.058571;-18.675055;-16.451288;749.48755;1.3199412;31.783167;100.0;0.046271402;152.67284;303.1006;0.00655949;-0.031150877;0.0;0.17113984;0.17113984;0.0;0.003989786;870.73334;3517.0544;-1170.5316;4366.5425;-21.803333;34.815556
1974-11-28;-6.6725135;-18.090864;-14.006172;748.291;1.1264129;135.87315;100.0;0.046256382;154.24608;300.2523;0.0017179218;-0.06290153;0.0;0.16999245;0.16999245;0.0;0.0;665.8945;2618.6868;-767.155;5078.392;-46.684444;36.274445
1974-11-29;-7.671595;-15.999912;-15.974912;748.1745;1.1937163;43.861313;100.0;0.046244066;155.87596;296.99707;0.0008523463;-0.027142465;0.0;0.16885996;0.16885251;0.0;0.0;882.605;3383.0334;-1106.7766;4502.7974;-18.766666;49.974445
1974-11-30;-7.453506;-12.904956;-14.739316;749.9676;1.2303869;37.823;100.0;0.0462573;157.38605;293.74185;0.0008523463;-0.0047422945;0.0;0.16773492;0.16772747;0.0;0.0;890.83057;3331.1367;-1019.0589;4723.074;-1.4288889;35.34667
1974-12-01;-7.01729;-11.558395;-12.644711;750.17926;1.2404363;35.05798;100.0;0.046278875;159.18422;290.6901;0.0025391579;-0.009484589;0.0;0.16662478;0.16662478;0.0;0.00081956387;880.5906;3213.1033;-1007.91223;4927.089;-4.983333;4.4866667
1974-12-02;-7.11177;-10.498317;-12.136134;751.34814;1.2904346;22.143433;100.0;0.046304386;161.18227;287.59766;0.0023722649;-0.0023581088;0.0;0.1655221;0.16552955;0.0;0.001527369;898.33167;3189.4844;-999.5022;4967.701;0.5;3.0122223
1974-12-03;-7.486593;-12.294438;-11.719261;749.7288;1.141631;111.415016;100.0;0.046321232;163.2643;283.89487;0.0045955176;-0.029833987;0.0;0.16444921;0.16444921;0.0;0.0015869737;925.7733;3201.9988;-1196.6833;4801.5757;-20.788889;-15.785556
1974-12-04;-6.999369;-11.259693;-13.077736;745.20264;0.99184805;94.26248;100.0;0.046628077;164.30304;283.56934;2.1005614;-0.0125374645;0.0;0.16337633;0.16337633;0.0;1.9992143;920.4289;3098.4866;-892.6222;4997.276;-7.9755554;-6.367778
1974-12-05;-5.05542;-6.856069;-5.7014008;738.6706;0.627506;123.82611;100.0;0.052796006;155.26756;338.4603;11.102724;-0.055724755;0.0;0.16233325;0.16233325;0.0;10.936223;545.13947;1970.8767;-334.51166;6330.7563;-42.17;-77.227776
1974-12-06;-7.566172;-8.72651;-7.02499;742.5501;1.024033;195.47758;100.0;0.07538617;147.25323;509.68423;16.55111;-0.052135438;0.0;0.16130507;0.16129762;0.0;16.521912;549.0789;2371.2043;-806.3933;5608.6064;-39.29;-110.44111
1974-12-07;-9.420007;-14.714145;-13.47715;748.6751;0.86025125;190.78972;100.0;0.07841722;153.61424;510.53873;0.6549537;-0.025574118;0.0;0.16027689;0.16027689;0.0;0.6519407;745.66223;3130.2944;-747.74945;5082.9233;-18.05889;-48.206665
1974-12-08;-5.792379;-7.06642;-6.966511;748.1696;0.6653493;232.32005;100.0;0.081151366;153.88605;526.7334;4.404545;-0.015518628;0.0;0.15927851;0.15927106;0.0;4.3500957;314.45776;1286.7433;18.551111;6663.4683;-11.485556;-68.01556
1974-12-09;-4.961863;-5.642475;-4.2956834;746.7717;0.7128226;186.03584;100.0;0.08979281;152.36034;588.0127;10.918602;-0.06700121;0.0;0.15828013;0.15828013;0.0;10.89415;275.59222;1143.4956;-137.42166;6669.8643;-51.906666;-108.48778
1974-12-10;-6.0472717;-8.820201;-7.3971686;748.35004;0.68213296;129.91649;100.0;0.09491833;155.23695;612.264;0.19723079;-0.031798147;0.0;0.15729666;0.15729666;0.0;0.19583106;653.6717;2741.621;-1110.0361;5205.1357;-22.751112;-68.71
1974-12-11;-10.20013;-14.102161;-13.906213;747.64575;1.3188657;15.823283;100.0;0.09496542;159.36586;596.47626;0.008167958;-0.0009229407;0.0;0.15632808;0.15632063;0.0;0.006455928;736.9211;3014.89;-922.73553;4836.9844;1.1077778;-20.411112
1974-12-12;-9.1564;-12.589203;-13.6479225;745.1719;1.5579228;20.09847;100.0;0.09501767;162.45897;585.1237;0.14502124;0.011286698;0.0;0.1553595;0.15535206;0.0;0.14206767;743.6433;2965.5134;-782.075;5088.933;10.627222;7.112222
1974-12-13;-8.275723;-11.240429;-13.729199;747.4383;0.97537774;171.73247;100.0;0.09520793;165.3893;575.80566;0.0503579;0.013486482;0.0;0.15440583;0.15439838;0.0;0.04689768;772.83057;3003.6646;-906.8922;4902.4165;12.266666;-4.997778
1974-12-14;-9.621563;-14.560718;-14.233116;749.57056;1.0350882;89.3999;100.0;0.09529201;168.23305;566.56903;0.024989247;-0.009663403;0.0;0.15345216;0.15345961;0.0;0.024989247;765.7022;2902.8623;-1102.336;4640.072;-5.7444444;-6.417778
1974-12-15;-10.248661;-16.313269;-18.203142;749.15204;1.222671;16.776384;100.0;0.095317006;170.57127;559.0413;0.00011324882;0.011764467;0.0;0.15252829;0.15252829;0.0;0.00010430813;850.4094;3145.9;-1148.0505;4234.462;10.702222;55.90333
1974-12-16;-8.553051;-16.971617;-18.45118;749.7647;1.0812994;162.76503;100.0;0.095341444;172.51723;552.9785;0.0008523463;0.00085681677;0.0;0.15160441;0.15160441;0.0;0.0;863.63;3118.3767;-1071.2755;4337.7285;2.3433332;79.083336
1974-12-17;-9.239502;-13.478044;-18.306793;750.34674;0.95710737;326.18442;100.0;0.09537375;174.41632;547.2412;0.016990304;0.028228387;0.0;0.15069544;0.15069544;0.0;0.015269965;880.165;3104.219;-958.63336;4474.602;23.223333;53.86889
1974-12-18;-8.3719635;-10.627247;-12.5631895;750.9244;0.8309498;251.70412;100.0;0.095625795;176.20766;543.33496;0.28110147;0.0049984083;0.0;0.14978647;0.14980137;0.0;0.27588382;727.7756;2519.6333;-511.5161;5554.4956;5.39;-36.461113
1974-12-19;-7.185753;-8.934494;-9.672019;749.9427;0.79210496;148.2614;100.0;0.09668914;177.11359;546.346;1.1598948;0.0024661422;0.0;0.1489222;0.1489222;0.0;1.12883;636.535;2211.841;-605.3189;5664.4854;3.221111;-40.575554
1974-12-20;-8.39626;-10.696349;-10.482257;750.1814;0.889601;255.98969;100.0;0.09695562;180.22752;538.5335;0.018255413;-0.011316501;0.0;0.14802814;0.14803559;0.0;0.016912818;805.0789;2738.4912;-949.91;5154.6924;-6.9733334;-54.418888
1974-12-21;-8.028033;-8.9253;-8.895492;746.9302;1.0522693;211.90837;100.0;0.10719526;170.33527;630.08624;25.802372;-0.013988465;0.0;0.14716387;0.14717132;0.0;25.783598;341.10223;1197.2478;-5.026111;6433.5913;-10.4777775;-86.08444
1974-12-22;-9.299802;-11.57327;-9.014174;744.816;0.48390213;161.41924;100.0;0.12544692;155.08592;808.43097;6.1971636;-0.03456697;0.0;0.1463145;0.1463145;0.0;6.1682425;349.88333;1488.2389;-555.4339;5697.8896;-26.32;-63.005554
1974-12-23;-12.95946;-18.151342;-15.571159;746.3416;1.033823;92.29305;100.0;0.12900607;155.58397;830.44434;0.0058054924;-0.0133086;0.0;0.14546514;0.14547259;0.0;0.0028014183;722.75446;3044.9634;-1413.3833;4006.0989;-8.868889;-28.807777
1974-12-24;-14.258884;-21.195465;-21.416739;746.49805;1.1151178;48.467907;100.0;0.12901795;158.59666;814.2497;0.0012874602;0.0014239922;0.0;0.14463067;0.14463067;0.0;1.4901161e-05;763.94666;3132.5522;-1161.65;3906.3965;2.3555555;49.09
1974-12-25;-14.606578;-20.568266;-22.60833;744.847;1.0607713;31.985321;100.0;0.12904954;160.77016;803.58887;0.032913685;0.006652437;0.0;0.1437962;0.1437962;0.0;0.028695911;731.20886;2919.6345;-851.3883;4232.797;6.2588887;40.366665
1974-12-26;-16.162636;-20.790495;-23.418602;745.1121;1.2661031;34.091766;100.0;0.12909456;162.78969;793.86395;0.0042640166;0.015713274;0.0;0.14297664;0.14297664;0.0;0.0021122396;796.43665;3099.3823;-1070.4573;3888.7292;13.226666;46.45222
1974-12-27;-13.611415;-18.032629;-22.8604;745.6208;0.92429703;184.79248;100.0;0.12913783;164.68715;785.11554;0.04799068;0.02063904;0.0;0.14217198;0.14217198;0.0;0.04497543;765.92;2907.1433;-731.16833;4375.9697;16.915556;44.72333
1974-12-28;-13.906102;-17.649565;-20.499228;748.1116;1.0000802;100.905914;100.0;0.1292419;166.67055;776.48926;0.052312016;0.017542392;0.0;0.14138222;0.14136732;0.0;0.048428774;735.4422;2727.8667;-705.5867;4611.177;14.631111;10.866667
1974-12-29;-12.426109;-14.6742525;-17.714506;748.74805;0.87201476;214.13423;100.0;0.12994616;168.17772;773.4375;1.421529;0.018954277;0.0;0.14057755;0.14057755;0.0;1.4174209;598.2267;2169.5679;-229.59277;5420.527;15.552222;-13.556666
1974-12-30;-9.748561;-12.378377;-14.107678;749.2578;0.9487745;175.09558;100.0;0.13086025;170.1419;770.1009;0.12580156;0.013758428;0.0;0.1397878;0.13979524;0.0;0.12408197;741.74554;2692.5066;-942.2189;4853.292;12.003333;-19.724445
1974-12-31;-7.327825;-12.732407;-14.529388;748.6902;0.71497935;172.57886;100.0;0.13161154;172.68358;762.20703;2.8342557;-0.0037066638;0.0;0.13901293;0.13901293;0.0;2.8309896;801.7144;2844.9246;-507.95612;5388.6733;-1.1877778;10.863334
1975-01-01;-6.83514;-9.496247;-11.748893;750.82324;0.7666525;95.73647;100.0;0.1339088;173.86359;771.1589;0.09171963;0.009127893;0.0;0.13823807;0.13823807;0.0;0.09085983;780.99664;2857.1455;-1100.025;4869.319;8.787222;-14.912222
1975-01-02;-7.221396;-13.407959;-15.219365;749.6596;0.81483513;248.97673;100.0;0.1339492;177.64874;755.249;0.0024437886;0.0045280904;0.0;0.13747066;0.13747066;0.0;0.0007264316;877.13;3133.17;-1183.8112;4448.7915;5.327778;39.005554
1975-01-03;-7.021932;-9.045563;-12.560214;745.89435;0.37725294;200.318;100.0;0.14078887;171.78773;819.01044;12.056987;0.019754283;0.0;0.1367256;0.1367256;0.0;12.042794;233.20944;873.61664;289.5172;6501.5474;15.606667;5.0633335
1975-01-04;-6.8511453;-7.980597;-8.328219;746.4927;0.9077981;223.25117;100.0;0.14718144;170.14027;865.88544;3.54573;-0.015587546;0.0;0.13598055;0.13598055;0.0;3.5342238;522.78723;2101.0854;-286.7328;6176.6367;-10.9788885;-72.26778
1975-01-05;-8.129104;-9.137424;-7.345198;744.8061;1.5163604;210.95271;100.0;0.15502489;169.62401;913.3301;7.554056;-0.053564087;0.0;0.13524294;0.13523549;0.0;7.548209;495.35;2057.0066;-375.6839;6101.401;-40.943333;-150.78334
1975-01-06;-8.663242;-9.9530945;-7.9592957;746.2176;1.2535394;231.64311;100.0;0.15923877;173.21059;920.166;2.0860925;-0.03803894;0.0;0.13449788;0.13451278;0.0;2.0776987;584.8467;2422.3167;-553.8233;5834.2046;-28.39;-112.34111
1975-01-07;-8.242893;-12.564258;-10.310703;747.8689;0.9054479;67.82101;100.0;0.15994616;179.02277;894.6126;0.010469556;-0.042857602;0.0;0.13378263;0.13378263;0.0;0.009126961;748.86053;3039.8977;-1166.2661;4837.211;-31.43;-73.99555
1975-01-08;-8.40137;-11.53722;-13.907112;746.47296;0.7977354;224.55396;100.0;0.1600004;183.60252;872.1924;0.14096797;0.023528934;0.0;0.13306737;0.13305992;0.0;0.13713911;762.07666;3012.399;-865.28;4917.924;19.735556;-2.2222223
1975-01-09;-9.439902;-11.19995;-12.306413;746.2216;0.71719;293.0992;100.0;0.1604402;186.8701;859.13086;0.5562884;0.0038845465;0.0;0.13235211;0.13235211;0.0;0.55116415;679.1572;2617.6943;-434.23334;5641.4097;4.4444447;-66.23111
1975-01-10;-6.7912955;-7.914599;-9.176677;747.364;0.8499934;227.39471;100.0;0.16107602;190.89354;844.31964;1.0153055;-0.013088807;0.0;0.13165176;0.13164431;0.0;1.010593;537.06555;2035.2866;-193.24722;6232.5547;-9.191112;-66.10445
1975-01-11;-7.033277;-8.58421;-7.4347243;744.42065;0.8166627;178.09822;100.0;0.16696675;189.84178;878.7028;11.146991;-0.042157248;0.0;0.1309514;0.1309514;0.0;11.142172;456.85834;1754.9645;-435.25388;6023.988;-32.07111;-96.26889
1975-01-12;-8.010757;-12.115941;-11.469204;747.91644;0.8830604;126.98568;100.0;0.1729734;188.54002;918.66046;0.0004351138;-0.006036833;0.0;0.13026595;0.13026595;0.0;0.0;845.25055;3454.3923;-1514.3088;4273.43;-2.4255555;-20.762222
1975-01-13;-10.131349;-17.90291;-16.188936;749.2579;1.241388;20.99136;100.0;0.17298913;192.50714;899.6582;0.0;-0.014051795;0.0;0.1295656;0.12957305;0.0;0.0;876.4828;3486.5066;-1410.825;4039.2175;-8.736667;54.581112
1975-01-14;-11.455815;-18.125937;-19.32712;753.539;1.5672425;13.397389;100.0;0.17300923;195.27179;886.8001;0.0008523463;0.010088086;0.0;0.12889504;0.12889504;0.0;0.0;922.9;3576.87;-1355.935;3882.9194;9.671111;100.30111
1975-01-15;-9.877052;-20.661509;-20.594336;752.8825;1.1480641;90.267555;100.0;0.17303436;197.51659;876.87177;0.0008523463;-0.0075772405;0.0;0.12822449;0.12822449;0.0;0.0;946.8061;3578.2988;-1241.2711;3949.3213;-4.0355554;106.57222
1975-01-16;-11.462949;-19.75273;-21.207933;752.0647;1.4242748;18.794193;100.0;0.17304933;199.55011;868.12335;0.002577901;0.004693866;0.0;0.12755394;0.12755394;0.0;0.0025182962;985.4361;3641.8923;-1166.3811;3997.1787;5.321111;95.48
1975-01-17;-12.807996;-17.066849;-18.81016;747.5711;1.9753643;20.433847;100.0;0.17314999;201.54132;860.1888;0.12595952;0.018013641;0.0;0.12689829;0.12689829;0.0;0.12256205;724.74;2613.1033;-595.81836;4932.0317;15.261111;82.99555
1975-01-18;-9.916325;-13.8601885;-15.878844;745.4366;1.7223097;22.468512;100.0;0.17375469;203.29784;855.5908;0.598377;0.007310882;0.0;0.12625754;0.12625009;0.0;0.5928539;850.05725;3038.9888;-923.73834;4786.709;7.3022223;34.15333
1975-01-19;-12.016186;-15.981308;-16.509344;748.65967;1.2694343;22.713669;100.0;0.17388503;205.9212;845.459;0.0062942505;-0.0021774322;0.0;0.12558699;0.12560189;0.0;0.005874783;994.66943;3470.4211;-1135.9689;4420.7686;0.14222223;-35.677776
1975-01-20;-12.353505;-16.527657;-17.126081;749.8693;1.4198503;18.444092;100.0;0.17391022;208.44464;835.2458;0.005588704;0.004135072;0.0;0.12497604;0.12496114;0.0;0.0047311187;1043.9078;3559.6821;-1133.7781;4382.617;5.137778;-7.81
1975-01-21;-11.711151;-16.65028;-16.152336;745.51483;1.0136685;63.336964;100.0;0.17393513;210.93097;825.43945;0.0049829483;-0.014722347;0.0;0.12433529;0.12432784;0.0;0.0032484531;982.58;3279.3333;-1008.0528;4656.406;-9.504444;-46.406666
